k,codigo,h,mae
10,342/97,7,0.9274462032318116
10,342/97,8,2.5625888729095463
10,342/97,9,0.0003452110290531607
10,342/97,10,1.4913410568237309
10,342/97,11,0.9546838188171387
10,342/97,12,0.4923573875427243
10,377/54,1,0.8244548797607418
10,377/54,5,2.2893905639648438
10,377/54,6,0.5752660751342775
10,377/54,7,0.2293157100677492
10,377/54,8,2.425870418548584
10,377/54,9,1.480491352081299
10,377/54,10,4.020438098907471
10,377/54,11,1.0173187255859375
10,377/54,12,1.8366880416870117
10,377/84,1,1.305078125
10,377/84,2,1.4281709671020506
10,377/84,3,0.6331437110900877
10,377/84,4,0.28228302001953054
10,377/84,5,1.4634212493896488
10,377/84,6,3.2005027770996097
10,377/84,7,0.7377344131469723
10,377/84,8,0.22606754302978516
10,377/84,9,0.07412605285644513
10,377/84,10,0.20276288986206037
10,377/84,11,0.09474414825439492
10,377/84,12,0.46577087402343764
10,377/86,1,0.6705085754394533
10,377/86,2,0.07785120010376012
10,377/86,3,0.1446995735168457
10,377/86,4,0.04115562438964826
10,377/86,5,0.40381912231445316
10,377/86,6,0.07645133972167972
10,377/86,7,0.06661058425903299
10,377/86,8,0.3238787269592285
10,377/86,9,0.2614484596252442
10,377/86,10,0.15300788879394522
10,377/86,11,0.011711082458496058
10,377/86,12,0.30647235870361333
10,377/94,1,0.09661905288696282
10,377/94,2,0.09628774642944338
10,377/94,3,0.07684102058410636
10,377/94,4,0.05909404754638681
10,377/94,5,0.0858075428009033
10,377/94,6,0.20783953666686994
10,377/94,7,0.0802375793457033
10,377/94,8,0.04794190406799359
10,377/94,9,0.19103691101074238
10,377/94,10,0.027533531188964844
10,377/94,11,0.1508324527740479
10,377/94,12,0.14670427322387702
10,390/208,1,0.15112375259399435
10,390/208,5,0.1090988731384277
10,390/208,6,0.0023456192016597655
10,390/208,7,0.7725312805175779
10,390/208,8,0.7519466018676759
10,390/208,9,0.5135689353942867
10,390/208,10,0.8016419982910152
10,390/208,11,0.2965078926086422
10,390/208,12,0.6610519027709962
10,391/243,1,0.1835578727722167
10,391/243,2,0.4475175762176513
10,391/243,3,0.17505472183227555
10,391/243,4,0.2796639156341554
10,391/243,5,0.7095777988433838
10,391/243,6,1.304443531036377
10,391/243,7,1.044540662765503
10,391/243,8,1.2661643314361573
10,391/243,9,1.0416525459289552
10,391/243,10,1.808929615020752
10,391/243,11,1.3690385437011718
10,391/243,12,0.7215704727172851
10,391/33,1,0.06100883483886754
10,391/33,2,0.12062824249267656
10,391/33,3,0.10511539459228558
10,391/33,4,0.15894309997558587
10,391/33,5,0.1589187622070316
10,391/33,6,0.2891180419921877
10,391/33,7,0.05552326202392521
10,391/33,8,0.5519033432006832
10,391/33,9,1.5818954086303716
10,391/33,10,1.4067997550964364
10,391/33,11,1.2520490646362301
10,391/33,12,1.4385724067687988
10,391/437,1,0.18911666870117116
10,391/437,2,0.14919612884521527
10,391/437,3,0.2753643798828129
10,391/437,4,0.11399372100830085
10,391/437,5,0.004670715332030895
10,391/437,6,0.013973007202148224
10,391/437,7,0.010957336425780895
10,391/437,8,0.20586982727050795
10,391/437,9,0.22724880218505916
10,391/437,10,0.18345478057861264
10,391/437,12,0.22553531646728509
10,404/69,1,0.5964814949035642
10,404/69,2,0.4035944366455082
10,404/69,3,0.5917555236816403
10,404/69,4,0.9814187431335446
10,404/69,5,0.49480247497558594
10,404/69,6,0.007658500671386292
10,404/69,7,0.23704227447509751
10,404/69,8,0.6680231475830078
10,405/17,1,0.24671180486679067
10,405/17,2,0.3751759600639344
10,405/17,3,0.28287878036499015
10,405/17,4,0.12954924583435057
10,405/17,5,0.22247182846069347
10,405/17,6,0.15233800411224374
10,405/17,7,0.05085657119750975
10,405/17,8,0.0055962824821471635
10,405/17,9,0.09298205852508545
10,405/17,10,0.1564359712600708
10,405/17,11,0.0149958205223083
10,405/17,12,0.055809762477874725
10,405/34,1,0.08720064163208008
10,405/34,2,0.2594366264343262
10,405/34,3,0.3849483871459962
10,405/34,4,0.6350858211517334
10,405/34,5,0.8789181613922121
10,405/34,6,1.2189078903198243
10,405/34,7,1.3825621032714843
10,405/34,8,1.3939113807678223
10,405/34,9,0.5870630359649658
10,405/34,10,0.20249728202819828
10,405/34,11,0.7932165718078613
10,418/15,1,0.15824249744415286
10,418/15,2,0.21019954919815054
10,418/15,3,0.3359115982055665
10,418/15,4,0.27649582862853994
10,418/15,5,0.36972767829895026
10,418/15,6,0.45265956878662106
10,418/15,7,0.2723516750335693
10,418/15,8,0.19018393516540533
10,418/15,9,0.03828561305999756
10,418/15,10,0.04144614458084106
10,418/15,11,0.05836220741271969
10,418/15,12,0.20102993011474612
10,418/4,1,0.2981550264358521
10,418/4,2,0.3137461423873902
10,418/4,3,0.18821997165679916
10,418/4,4,0.31771237373352035
10,418/4,6,0.23778470993041978
10,418/4,7,0.1392426013946535
10,418/4,8,0.436577754020691
10,418/4,9,0.4966564846038817
10,418/4,11,0.5824640560150147
10,418/4,12,0.5773279905319213
11,330/183,1,0.050823826789855975
11,330/183,2,0.09227293968200678
11,330/183,3,0.4468366003036499
11,330/183,4,0.986747875213623
11,330/183,5,1.3557046699523925
11,330/183,6,1.5687987041473388
11,330/183,7,0.4360537290573121
11,330/183,8,0.16233102798461907
11,330/183,9,0.054703030586242596
11,330/183,10,0.17594268321990958
11,330/183,11,0.2350770092010499
11,331/2,1,0.045808620452881144
11,331/2,2,0.3273896789550781
11,331/2,3,0.3825373268127441
11,331/2,4,0.09085073471069371
11,331/2,6,0.39937288284301786
11,331/2,7,1.1442113208770754
11,331/2,8,1.3153871345520018
11,331/2,9,1.0273714828491212
11,331/2,10,0.15014760971069308
11,331/2,12,0.2915010261535649
11,341/17,1,0.5366171646118172
11,341/17,2,0.4445317459106448
11,341/17,4,0.3779763603210453
11,341/17,5,1.0598411369323735
11,341/17,7,1.0390696144104004
11,341/17,8,1.0369478607177731
11,341/17,9,0.7760788154602052
11,341/17,10,0.0042063713073732245
11,342/78,1,1.2850597572326663
11,342/78,2,1.2911127853393554
11,342/78,3,1.1470210838317874
11,342/78,4,1.2223936080932614
11,342/78,5,1.2967531204223635
11,342/78,6,2.006048183441162
11,342/78,7,2.4589506149291993
11,342/78,8,1.1235619068145752
11,342/78,9,0.7986315250396729
11,342/78,10,0.2975612926483153
11,342/78,11,0.49228622436523395
11,342/78,12,3.69374264717102
11,342/97,1,0.37919185638427777
11,342/97,2,0.47771902084350604
11,342/97,3,0.2754192161560063
11,342/97,4,0.6561972808837888
11,342/97,5,1.2243151664733887
11,342/97,6,2.3387380981445314
11,342/97,7,0.6069912815093996
11,342/97,8,1.4415984916687012
11,342/97,9,2.478213968276978
11,342/97,10,0.06479928970336957
11,342/97,11,1.307766380310059
11,342/97,12,0.8822608375549317
11,377/54,1,0.3044452667236328
11,377/54,2,0.6937004089355465
11,377/54,6,2.360473155975342
11,377/54,7,0.5862149715423586
11,377/54,8,0.19975347518920916
11,377/54,9,2.4294445514678955
11,377/54,10,1.3050801277160646
11,377/54,11,4.191585445404053
11,377/54,12,0.8042583465576172
11,377/84,1,0.014589710235595632
11,377/84,2,1.4134989738464356
11,377/84,3,1.471703815460205
11,377/84,4,0.6249778747558592
11,377/84,5,0.278107833862304
11,377/84,6,1.452813529968262
11,377/84,7,3.194308662414551
11,377/84,8,0.7285943984985348
11,377/84,9,0.18565082550048828
11,377/84,10,0.006729793548584162
11,377/84,11,0.2060182571411131
11,377/84,12,0.07801383972168008
11,377/86,1,0.16672504425048817
11,377/86,2,0.767401170730591
11,377/86,3,0.008167839050292613
11,377/86,4,0.19175052642822266
11,377/86,5,0.01311759948730451
11,377/86,6,0.27326349258422855
11,377/86,7,0.11785701751708988
11,377/86,8,0.02090000152587912
11,377/86,9,0.35486145973205563
11,377/86,10,0.2295263576507569
11,377/86,11,0.19727435111999503
11,377/86,12,0.013001480102539098
11,377/94,1,0.04300992012023919
11,377/94,2,0.07442142486572267
11,377/94,3,0.05074801445007315
11,377/94,4,0.09015760421752939
11,377/94,5,0.11543629646301268
11,377/94,6,0.18378882408142072
11,377/94,7,0.06948609352111834
11,377/94,8,0.0395209598541264
11,377/94,9,0.15860435485839863
11,377/94,10,0.03189730644226074
11,377/94,11,0.14861492156982425
11,390/208,1,0.13158649444580117
11,390/208,2,0.3602254295349123
11,390/208,6,0.413287124633789
11,390/208,7,0.06976360321044961
11,390/208,8,0.6580221748352049
11,390/208,9,0.7703363037109376
11,390/208,10,0.47971206665039023
11,390/208,11,0.7469864463806148
11,390/208,12,0.27263408660888633
11,391/243,1,0.6098021411895753
11,391/243,2,0.5425866794586183
11,391/243,3,0.05667477607727056
11,391/243,4,0.04036886215209945
11,391/243,5,0.23683797836303722
11,391/243,6,0.6340508460998535
11,391/243,7,1.3703505325317382
11,391/243,8,0.9526455593109131
11,391/243,9,1.1502945709228516
11,391/243,10,0.9399448490142823
11,391/243,11,1.655788116455078
11,391/243,12,1.22039719581604
11,391/33,1,0.09035072326660121
11,391/33,2,0.2785958099365242
11,391/33,3,0.4237084197998051
11,391/33,4,0.06651123046875007
11,391/33,5,0.12144050598144496
11,391/33,6,0.027116546630859162
11,391/33,7,0.31170238494873104
11,391/33,8,1.0970531463623043
11,391/33,9,2.0015287971496587
11,391/33,10,1.6794061279296884
11,391/33,11,1.4863663673400875
11,391/437,1,0.20968265533447195
11,391/437,2,0.13820407867431683
11,391/437,3,0.3167996215820317
11,391/437,4,0.14521606445312507
11,391/437,5,0.011564636230469105
11,391/437,6,0.05295730590820291
11,391/437,7,0.08572921752929652
11,391/437,8,0.1903449630737306
11,391/437,9,0.2449833297729498
11,391/437,10,0.13371017456054624
11,404/69,1,0.01435663223266559
11,404/69,2,0.6875092315673825
11,404/69,3,0.5203341865539555
11,404/69,4,0.993072643280029
11,404/69,5,1.1903754615783688
11,404/69,6,1.234987735748291
11,404/69,7,0.5691123199462886
11,404/69,8,0.3258489036560057
11,404/69,9,0.6556902313232422
11,405/17,1,0.3084473752975463
11,405/17,2,0.40660936355590827
11,405/17,3,0.2674018383026122
11,405/17,4,0.13545928478240965
11,405/17,5,0.23662042140960704
11,405/17,6,0.1456949472427369
11,405/17,7,0.02989568233489992
11,405/17,8,0.015205202102661186
11,405/17,9,0.13233107805252076
11,405/17,10,0.1698680567741394
11,405/17,11,0.03520155668258662
11,405/34,1,0.049304561614990305
11,405/34,2,0.15955328941345215
11,405/34,3,0.32100250244140627
11,405/34,4,0.37511338233947766
11,405/34,5,0.5981719493865967
11,405/34,6,0.7965083026885988
11,405/34,7,1.1043508625030518
11,405/34,8,1.2152699851989746
11,405/34,9,1.2146406364440918
11,405/34,10,0.5701741790771484
11,405/34,11,0.17616800308227543
11,405/34,12,0.7636383628845215
11,418/15,1,0.22696248054504398
11,418/15,2,0.2149991536140441
11,418/15,3,0.3305273914337159
11,418/15,4,0.2724962377548217
11,418/15,5,0.39118856906890875
11,418/15,6,0.5354296779632568
11,418/15,7,0.47904288053512567
11,418/15,8,0.5774255967140198
11,418/15,9,0.22588729858398438
11,418/15,10,0.028491144180297856
11,418/15,11,0.11112739801406857
11,418/4,1,0.09448657989501963
11,418/4,2,0.055771069526672434
11,418/4,3,0.17075293064117436
11,418/4,4,0.17436856746673568
11,418/4,5,0.24414975166320785
11,418/4,7,0.2401071453094481
11,418/4,8,0.10996265411376971
11,418/4,9,0.4409474897384644
11,418/4,10,0.512064046859741
11,418/4,12,0.5568626689910889
12,330/183,1,0.1517068552970886
12,330/183,3,0.025831322669982892
12,330/183,4,0.16855794429779047
12,330/183,5,0.5980057811737061
12,330/183,6,0.9347087287902831
12,330/183,7,1.2910832214355468
12,330/183,8,1.576395673751831
12,330/183,9,0.4903543949127198
12,330/183,10,0.16624311923980706
12,330/183,11,0.08862248420715324
12,330/183,12,0.18823196887969962
12,331/2,1,0.23923362731933562
12,331/2,2,0.016646556854247763
12,331/2,3,0.3535136795043945
12,331/2,4,0.41035886764526364
12,331/2,5,0.0982793807983402
12,331/2,7,0.2945178222656253
12,331/2,8,1.1537146854400637
12,331/2,9,1.372652416229248
12,331/2,10,1.0470472145080567
12,331/2,11,0.026198215484619425
12,341/17,1,0.0973181152343745
12,341/17,4,0.4906748580932625
12,341/17,5,0.47014362335205107
12,341/17,7,0.3520044708251957
12,341/17,8,1.0221514511108403
12,341/17,10,1.0648173904418945
12,341/17,11,1.047259941101074
12,341/17,12,0.6889311027526857
12,342/78,1,0.8916819953918456
12,342/78,2,1.7482708168029788
12,342/78,3,1.4349349784851073
12,342/78,4,1.1076395797729495
12,342/78,5,1.4179106712341305
12,342/78,6,1.6091053009033205
12,342/78,7,2.0058870124816894
12,342/78,8,2.935509777069092
12,342/78,9,1.736577081680298
12,342/78,10,0.9994688987731934
12,342/78,11,0.4740668487548829
12,342/78,12,1.1990223121643062
12,342/97,1,0.9621088790893557
12,342/97,2,0.7221245574951176
12,342/97,3,0.895744037628174
12,342/97,4,0.542642097473145
12,342/97,5,1.0587980461120603
12,342/97,6,1.4035215377807617
12,342/97,7,2.365244998931885
12,342/97,8,0.5921881103515627
12,342/97,9,1.2630985546112061
12,342/97,10,2.5297972583770756
12,342/97,11,0.01309535980224652
12,342/97,12,1.627302112579346
12,377/54,1,6.123881721496582
12,377/54,2,2.0183048248291016
12,377/54,3,1.7041254997253414
12,377/54,7,2.2239160537719727
12,377/54,8,0.5036012649536135
12,377/54,9,0.11797852516174334
12,377/54,10,2.4208881855010986
12,377/54,11,1.1118914604187013
12,377/54,12,1.669403457641602
12,377/84,1,0.2128434181213379
12,377/84,2,0.002240581512451101
12,377/84,3,1.3858586311340333
12,377/84,4,1.3641198158264158
12,377/84,5,0.6703413009643553
12,377/84,6,0.2827684402465813
12,377/84,7,1.4381526947021488
12,377/84,8,3.2233900070190433
12,377/84,9,0.7170167922973629
12,377/84,10,0.2478342056274414
12,377/84,11,0.004080009460449396
12,377/84,12,0.2266324043273924
12,377/86,1,0.17716550827026367
12,377/86,2,0.201031093597412
12,377/86,3,0.8966464519500734
12,377/86,4,0.13844432830810582
12,377/86,5,0.229461669921875
12,377/86,6,0.16786222457885724
12,377/86,7,0.3684239768981934
12,377/86,8,0.06421188354492191
12,377/86,9,0.00018526077270486496
12,377/86,10,0.3297752952575683
12,377/86,11,0.2668488788604737
12,377/86,12,0.2092167377471923
12,377/94,1,0.09929276943206777
12,377/94,3,0.011054201126098562
12,377/94,4,0.05256106376647951
12,377/94,5,0.07585253715515128
12,377/94,6,0.09962306022644052
12,377/94,7,0.10087607383728026
12,377/94,8,0.19711236953735334
12,377/94,9,0.09705657958984393
12,377/94,10,0.014514188766479919
12,377/94,11,0.17180869102478047
12,377/94,12,0.03148317337036133
12,390/208,1,0.04959167480468718
12,390/208,2,0.1511530303955082
12,390/208,3,0.3704121017456057
12,390/208,7,0.40617938995361325
12,390/208,8,0.02548259735107461
12,390/208,9,0.7692349052429197
12,390/208,10,0.7377330398559572
12,390/208,11,0.473239479064941
12,390/208,12,0.720640716552734
12,391/243,1,0.7887742710113526
12,391/243,2,0.5447541618347169
12,391/243,3,1.0772505950927735
12,391/243,4,0.09630971908569341
12,391/243,5,0.06532580375671371
12,391/243,6,0.11331784248352061
12,391/243,7,0.6114437580108643
12,391/243,8,1.2938393878936767
12,391/243,9,0.9347837162017822
12,391/243,10,1.165005235671997
12,391/243,11,0.8561235523223878
12,391/243,12,1.6085814762115478
12,391/33,1,0.38128728866577166
12,391/33,3,0.7206221580505368
12,391/33,4,0.9288281250000008
12,391/33,5,1.0024885940551762
12,391/33,6,0.639988021850586
12,391/33,7,0.709274864196777
12,391/33,8,0.6371476745605467
12,391/33,9,0.8198639297485357
12,391/33,10,1.3702445983886715
12,391/33,11,2.6811247444152837
12,391/33,12,2.428532085418702
12,391/437,1,0.2892366409301754
12,391/437,3,0.6940452575683587
12,391/437,4,0.6505017089843754
12,391/437,5,0.6452317047119145
12,391/437,6,0.09362403869628899
12,391/437,7,0.2837835311889645
12,391/437,8,0.14619564056396506
12,391/437,9,0.10409202575683629
12,391/437,10,0.23993698120117202
12,391/437,11,0.2823358917236334
12,391/437,12,0.06999137878417905
12,404/69,1,0.3807993125915523
12,404/69,2,0.859732799530029
12,404/69,3,0.6135544204711918
12,404/69,4,1.0387071514129635
12,404/69,5,1.154874458312988
12,404/69,6,1.1020174026489258
12,404/69,7,0.47804738998413043
12,404/69,8,0.3187182807922362
12,404/69,9,0.7036924743652344
12,405/17,1,0.13405236721038816
12,405/17,3,0.47183151483535757
12,405/17,4,0.4836407375335694
12,405/17,5,0.33013286590576163
12,405/17,6,0.13889322757720945
12,405/17,7,0.24452399730682384
12,405/17,8,0.15906879901885995
12,405/17,9,0.02961482524871828
12,405/17,10,0.02601963043212896
12,405/17,11,0.11695832490921021
12,405/17,12,0.15796894311904908
12,405/34,1,0.048375177383422674
12,405/34,2,0.043561296463012766
12,405/34,3,0.11928272247314453
12,405/34,4,0.2904756259918213
12,405/34,5,0.40027584075927747
12,405/34,6,0.6003117561340332
12,405/34,7,0.865652074813843
12,405/34,8,1.2302921390533448
12,405/34,9,1.4003800773620605
12,405/34,10,1.4099321556091309
12,405/34,11,0.6735229110717773
12,405/34,12,0.25857023239135746
12,418/15,1,0.27085411071777343
12,418/15,3,0.2656858897209168
12,418/15,4,0.266687467098236
12,418/15,5,0.31653305530548104
12,418/15,6,0.26975025177001943
12,418/15,7,0.3823705387115479
12,418/15,8,0.47429271697998043
12,418/15,9,0.30074935436248773
12,418/15,10,0.2656841850280762
12,418/15,11,0.02748894691467285
12,418/15,12,0.12421434640884399
12,418/4,1,0.716861867904663
12,418/4,2,0.33400760650634775
12,418/4,3,0.15466408252716057
12,418/4,4,0.11019237041473384
12,418/4,5,0.003095216751098473
12,418/4,6,0.24641305923461898
12,418/4,8,0.2351921463012694
12,418/4,9,0.17359371185302752
12,418/4,10,0.42503281116485603
12,418/4,11,0.46915871620178207
13,330/183,1,0.11809523105621333
13,330/183,2,0.19966123580932615
13,330/183,4,0.07064215421676634
13,330/183,5,0.1302629137039184
13,330/183,6,0.5226532316207886
13,330/183,7,1.0606128120422362
13,330/183,8,1.3418775844573974
13,330/183,9,1.6563739013671874
13,330/183,10,0.4527804613113404
13,330/183,11,0.09857551574707024
13,330/183,12,0.04929319381713859
13,331/2,1,0.14362243652343754
13,331/2,2,0.26249135971069304
13,331/2,3,0.01884729385376005
13,331/2,4,0.34690233230590817
13,331/2,5,0.42749544143676754
13,331/2,6,0.14775552749633825
13,331/2,8,0.25014144897460966
13,331/2,9,1.1832909870147708
13,331/2,10,1.3818653869628905
13,331/2,11,1.007562713623047
13,331/2,12,0.12250869750976534
13,341/17,1,0.28137142181396513
13,341/17,2,0.2720933532714849
13,341/17,5,0.5756520080566414
13,341/17,6,0.5722697448730472
13,341/17,8,0.4588288688659672
13,341/17,9,1.0415758895874028
13,341/17,11,1.0300325965881347
13,341/17,12,1.0570341491699216
13,342/78,1,3.3630282878875732
13,342/78,2,1.2246257400512697
13,342/78,3,1.2023739147186276
13,342/78,4,1.2154003334045411
13,342/78,5,1.0945467662811277
13,342/78,6,0.7331046104431156
13,342/78,7,0.2929933547973631
13,342/78,8,0.06694080352783205
13,342/78,9,1.4506689071655274
13,342/78,10,0.907025146484375
13,342/78,11,0.5650259017944337
13,342/78,12,0.3667691993713378
13,342/97,1,0.7094440078735351
13,342/97,2,0.3415005493164065
13,342/97,3,0.7295174407958989
13,342/97,4,0.6825663566589357
13,342/97,5,0.5004257965087895
13,342/97,6,1.08595344543457
13,342/97,7,1.311439037322998
13,342/97,8,2.4208818817138673
13,342/97,9,0.6142074966430666
13,342/97,10,1.2284694480895997
13,342/97,11,2.483794631958008
13,342/97,12,0.019609909057617614
13,377/54,1,0.1095565795898441
13,377/54,2,5.992142105102539
13,377/54,3,2.129884719848633
13,377/54,4,1.778108692169189
13,377/54,8,2.051558017730713
13,377/54,9,0.5585691452026369
13,377/54,10,0.12154479026794451
13,377/54,11,2.4875988960266113
13,377/54,12,1.1481306076049806
13,377/84,1,0.10111856460571289
13,377/84,2,0.3120260238647461
13,377/84,3,0.15668718338012688
13,377/84,4,1.5456110000610352
13,377/84,5,1.4636071205139158
13,377/84,6,0.6965783119201658
13,377/84,7,0.304780197143554
13,377/84,8,1.3877014160156254
13,377/84,9,3.2259353637695316
13,377/84,10,0.7878128051757809
13,377/84,11,0.2723050117492676
13,377/84,12,0.016698169708251775
13,377/86,1,0.09946516990661625
13,377/86,2,0.1269545555114746
13,377/86,3,0.1960114288330077
13,377/86,4,0.7769500732421877
13,377/86,5,0.0893224716186527
13,377/86,6,0.12404537200927734
13,377/86,7,0.06590585708618146
13,377/86,8,0.41881517410278324
13,377/86,9,0.04831794738769535
13,377/86,10,0.05306840896606424
13,377/86,11,0.28684040069580075
13,377/86,12,0.16931946754455574
13,377/94,1,0.4290686225891114
13,377/94,2,0.2288681411743163
13,377/94,4,0.0715614986419677
13,377/94,5,0.06016590118408205
13,377/94,6,0.059557104110717685
13,377/94,7,0.07463941574096689
13,377/94,8,0.11526391983032225
13,377/94,9,0.25343303680419904
13,377/94,10,0.10897870063781756
13,377/94,11,0.06933329582214398
13,377/94,12,0.19468113899230977
13,390/208,1,0.5444155311584469
13,390/208,2,0.08986555099487337
13,390/208,3,0.0751637840271
13,390/208,4,0.3839604759216311
13,390/208,8,0.8126774215698243
13,390/208,9,0.40440898895263633
13,390/208,10,0.8113606071472166
13,390/208,11,0.8272978401184083
13,390/208,12,0.5497122383117672
13,391/243,1,0.7382683610916136
13,391/243,2,1.4454151582717896
13,391/243,3,1.9578333044052125
13,391/243,4,0.9110113334655763
13,391/243,5,0.842994031906128
13,391/243,6,0.2378395271301268
13,391/243,7,0.12287939071655263
13,391/243,8,0.21405339241027832
13,391/243,9,0.8467349338531494
13,391/243,10,0.5702066612243653
13,391/243,11,0.36355271816253665
13,391/243,12,0.1355584716796876
13,391/33,1,0.40157363891601605
13,391/33,2,0.7554146766662599
13,391/33,4,0.7685271263122555
13,391/33,5,1.0044149208068855
13,391/33,6,1.2667636680603032
13,391/33,7,0.8283768463134766
13,391/33,8,0.8888212203979489
13,391/33,9,0.6662347412109373
13,391/33,10,0.827170028686524
13,391/33,11,1.6199375152587887
13,391/33,12,2.790838775634766
13,391/437,1,0.004760360717773082
13,391/437,2,0.30283794403076136
13,391/437,4,0.665838432312011
13,391/437,5,0.6700844573974614
13,391/437,6,0.6112866210937504
13,391/437,7,0.08619873046874993
13,391/437,8,0.28282890319824183
13,391/437,9,0.13709663391113303
13,391/437,10,0.11486186981201207
13,391/437,11,0.25520339965820327
13,391/437,12,0.26808036804199276
13,404/69,1,1.6558572578430177
13,404/69,3,0.3792128372192387
13,404/69,4,0.1920978355407712
13,404/69,5,0.03351408004760703
13,404/69,6,0.2573014640808102
13,404/69,7,0.5633908653259274
13,404/69,8,0.20661497116088867
13,404/69,9,0.04638288497924847
13,404/69,10,0.48178228378295884
13,404/69,11,1.1115317726135254
13,405/17,1,0.14515492677688602
13,405/17,2,0.03788200139999387
13,405/17,4,0.3960248374938964
13,405/17,5,0.4558462572097779
13,405/17,6,0.3268223047256469
13,405/17,7,0.14193139553070067
13,405/17,8,0.2428395700454713
13,405/17,9,0.1574127435684205
13,405/17,10,0.03899766921997072
13,405/17,11,0.023264942169189506
13,405/17,12,0.10850662469863892
13,405/34,1,0.9728273963928222
13,405/34,2,0.8535511970520018
13,405/34,3,0.907948179244995
13,405/34,4,0.8366320133209229
13,405/34,5,0.7178509044647217
13,405/34,6,0.8273719406127928
13,405/34,7,0.45704054832458496
13,405/34,8,0.14717484474182108
13,405/34,9,0.04897171020507818
13,405/34,10,0.08720320701599116
13,405/34,11,0.19677450180053713
13,405/34,12,0.6984274005889892
13,418/15,1,0.17371970891952515
13,418/15,2,0.21688347578048706
13,418/15,4,0.18996391057968143
13,418/15,5,0.20622010469436636
13,418/15,6,0.2680675649642945
13,418/15,7,0.21282006740570059
13,418/15,8,0.3006907176971436
13,418/15,9,0.4468301153182983
13,418/15,10,0.24276106834411615
13,418/15,11,0.050974664688110405
13,418/15,12,0.1933835744857788
13,418/4,1,0.07964417457580586
13,418/4,2,0.7294084072113036
13,418/4,3,0.3209004259109498
13,418/4,4,0.1428590250015258
13,418/4,5,0.010995793342590376
13,418/4,6,2.3193359374840128e-05
13,418/4,7,0.22670633316040023
13,418/4,9,0.1756542587280272
13,418/4,10,0.09196085929870623
13,418/4,11,0.4488610792160035
13,418/4,12,0.4693661403656004
14,330/183,1,0.9519837379455567
14,330/183,2,0.32920791625976564
14,330/183,4,0.24031795978546144
14,330/183,5,0.4877327108383178
14,330/183,6,0.5822097158432007
14,330/183,7,0.7960323238372802
14,330/183,8,1.3218354034423827
14,330/183,9,1.6163884830474853
14,330/183,10,0.4858783245086671
14,330/183,11,0.09837619781494134
14,331/2,1,0.254455699920654
14,331/2,2,0.2281828308105469
14,331/2,3,0.24792541503906218
14,331/2,4,0.06904537200927763
14,331/2,5,0.3873161888122558
14,331/2,6,0.4096331214904785
14,331/2,7,0.08613576889038121
14,331/2,9,0.16717512130737333
14,331/2,10,1.1524272251129153
14,331/2,11,1.3484095382690429
14,331/2,12,0.9499517250061036
14,341/17,1,0.2351143836975096
14,341/17,2,0.6959832382202151
14,341/17,3,0.7072311019897466
14,341/17,6,0.7184399414062508
14,341/17,7,0.6077407073974612
14,341/17,9,0.4139403724670414
14,341/17,10,1.0770444679260258
14,341/17,12,1.0177507019042968
14,342/78,1,2.1934288787841796
14,342/78,2,3.895369529724121
14,342/78,3,4.444485220909119
14,342/78,4,2.769449644088745
14,342/78,5,1.1795285892486573
14,342/78,6,0.9223937702178953
14,342/78,7,0.7925242424011234
14,342/78,8,0.21229462623596174
14,342/78,9,0.11852457046508791
14,342/78,10,1.4209481239318849
14,342/78,11,1.0065784931182862
14,342/78,12,0.48799738883972177
14,342/97,1,0.18870023727416996
14,342/97,2,0.6841244316101074
14,342/97,3,0.3655913162231448
14,342/97,4,0.6279730606079106
14,342/97,5,0.6225497245788576
14,342/97,6,0.4855823326110844
14,342/97,7,1.042616100311279
14,342/97,8,1.3421874046325684
14,342/97,9,2.308621063232422
14,342/97,10,0.7250554466247561
14,342/97,11,1.166139440536499
14,342/97,12,2.4963964843750004
14,377/54,1,2.6575660705566406
14,377/54,2,0.314529991149902
14,377/54,3,6.080214881896973
14,377/54,4,3.4327354431152344
14,377/54,5,1.8634949684143063
14,377/54,9,2.2807440757751465
14,377/54,10,0.568081569671631
14,377/54,11,0.11263747215271014
14,377/54,12,2.6062028408050537
14,377/86,1,0.31984833717346195
14,377/86,2,0.14931273460388184
14,377/86,3,0.10773981094360341
14,377/86,4,0.7158252716064455
14,377/86,5,0.03591957092285192
14,377/86,6,0.12092828750610352
14,377/86,7,0.02110023498535174
14,377/86,8,0.2675032997131348
14,377/86,9,0.08603147506713871
14,377/86,10,0.03924537658691385
14,377/86,11,0.3095526313781738
14,377/94,1,0.5315328216552735
14,377/94,2,0.4184149646759032
14,377/94,4,0.41724245071411126
14,377/94,5,0.4567649555206299
14,377/94,6,0.27033343315124503
14,377/94,7,0.297509527206421
14,377/94,8,0.25353858947753904
14,377/94,9,0.4202206611633299
14,377/94,10,0.2513336658477785
14,377/94,11,0.10341598510742145
14,390/208,1,0.03248538970947301
14,390/208,2,0.5114513015747066
14,390/208,3,0.07326112747192415
14,390/208,4,0.057990970611572656
14,390/208,5,0.3929664993286135
14,390/208,9,0.9047184371948243
14,390/208,10,0.33103042602539023
14,390/208,11,0.8220746612548826
14,390/208,12,0.8133107757568361
14,391/243,1,0.39038022994995125
14,391/243,2,0.3991008853912352
14,391/243,3,1.0887114000320435
14,391/243,4,0.8023940467834474
14,391/243,5,1.1560751152038575
14,391/243,6,0.052261533737182564
