k,codigo,h,mae
74,342/78,1,1.2250653553009032
74,377/86,1,0.21180841445922827
74,377/86,2,0.2673224735260007
74,377/86,3,0.12082501411437985
74,377/86,5,0.00030904769897466267
74,377/86,6,0.012932968139648615
74,377/86,7,0.8540983963012696
74,377/86,8,0.38894624710083026
74,377/86,9,0.6920695686340332
74,377/86,11,0.2091468048095706
74,377/86,12,0.3028433036804197
74,377/94,1,0.20580079078674318
74,377/94,2,0.40527325630187994
74,377/94,3,0.48975427627563484
74,377/94,4,0.07138932228088368
74,377/94,5,0.08297794342041032
74,377/94,6,0.04662358283996593
74,377/94,7,0.03766062736511211
74,377/94,8,0.08463800430297841
74,377/94,9,0.22625017166137695
74,377/94,11,0.32851498603820817
74,391/243,1,0.44886711120605494
74,391/243,2,0.5084628200531007
74,391/243,3,0.7011750602722167
74,391/243,4,1.181436176300049
74,391/243,5,1.031002206802368
74,391/243,6,1.1889856719970702
74,391/243,10,0.8529208946228026
74,391/243,11,1.2207219123840334
74,391/243,12,1.6975035572052004
74,391/33,1,0.5724691390991214
74,391/33,2,0.907809410095215
74,391/33,3,0.9310474395751953
74,391/33,4,0.12826061248779297
74,391/33,5,0.15605777740478466
74,391/33,6,0.6140395736694337
74,391/33,7,0.2696736145019525
74,391/33,8,0.6262932968139641
74,391/33,9,0.8603303527832029
74,391/33,11,0.7960052871704093
74,391/437,1,0.10237598419189453
74,391/437,2,0.20569499969482408
74,391/437,3,0.20635379791259822
74,391/437,4,0.08546405792236378
74,391/437,5,0.13620010375976577
74,391/437,6,0.10212047576904304
74,391/437,7,0.17082515716552749
74,391/437,8,0.16685855865478594
74,391/437,9,0.26941535949707074
74,391/437,11,0.16145214080810533
74,391/437,12,0.31158512115478487
74,404/69,1,0.26518312454223647
74,404/69,2,0.42100841522216825
74,404/69,3,0.2605624008178715
74,404/69,4,0.5652937316894531
74,404/69,5,0.3944013786315921
74,404/69,6,0.47558431625366193
74,404/69,7,0.14061899185180682
74,404/69,8,0.08320138931274457
74,404/69,9,0.8832601356506347
74,404/69,10,1.3975083351135256
74,405/17,1,0.14910486698150638
74,405/17,2,0.0397619485855103
74,405/17,3,0.01844919681549073
74,405/17,4,0.24382945299148562
74,405/17,5,0.1697293853759766
74,405/17,6,0.014161248207092303
74,405/17,7,0.04449152946472168
74,405/17,8,0.068454475402832
74,405/17,9,0.22729472637176507
74,405/17,11,0.3510002064704896
74,405/17,12,0.10557717084884644
74,405/34,1,0.20692742347717274
74,418/15,1,0.2412159204483033
74,418/15,2,0.43906720161437995
74,418/15,3,0.21391024112701418
74,418/15,4,0.6898676967620849
74,418/15,5,0.8320239877700806
74,418/15,6,0.39145690441131586
74,418/15,7,0.2930812263488769
74,418/15,8,0.3145300626754761
74,418/15,9,0.3437702703475951
74,418/15,11,0.5229540634155274
74,418/15,12,0.7377438879013061
74,418/4,1,0.1005628967285157
74,418/4,2,0.12407896041870115
74,418/4,3,0.46631556987762446
74,418/4,4,0.2925521945953369
74,418/4,5,0.17825531959533691
74,418/4,6,0.05343434333801267
74,418/4,7,0.11339433193206783
74,418/4,8,0.15811820983886715
74,418/4,9,0.27318279266357415
74,418/4,10,0.21916940689086895
74,418/4,11,0.29494776248931887
74,418/4,12,0.4660283374786376
75,330/183,1,0.1553746747970579
75,330/183,2,0.02821630954742438
75,330/183,3,0.07542720317840579
75,330/183,4,0.3194833660125733
75,330/183,6,0.0613429260253906
75,330/183,7,0.1745442962646484
75,330/183,8,0.017559661865234277
75,330/183,9,0.07870819568634024
75,330/183,10,1.1586610794067382
75,330/183,12,1.2563395118713379
75,341/17,1,0.10921216964721658
75,341/17,2,0.07218994140624968
75,341/17,3,0.06573713302612294
75,341/17,7,0.5283019638061521
75,341/17,8,0.3711547088623046
75,341/17,9,0.4930709075927737
75,341/17,10,0.4059671020507807
75,341/17,11,0.6583774566650398
75,341/17,12,0.25296985626220714
75,342/78,1,1.2250653553009032
75,377/86,1,0.10680000305175774
75,377/86,2,0.11082098007202124
75,377/86,3,0.25117056846618624
75,377/86,4,0.08460541725158688
75,377/86,6,0.0862372493743897
75,377/86,7,0.14808006286621112
75,377/86,8,0.8625403213500977
75,377/86,9,0.39783973693847674
75,377/86,10,0.6980328941345215
75,377/86,12,0.039113349914551065
75,377/94,1,0.061565389633178924
75,377/94,2,0.072793025970459
75,377/94,3,0.2692487812042237
75,377/94,4,0.539479570388794
75,377/94,5,0.004912261962890518
75,377/94,6,0.05595653533935563
75,377/94,7,0.04239689826965343
75,377/94,8,0.050602464675903125
75,377/94,9,0.0987817096710204
75,377/94,10,0.21100115776062012
75,377/94,12,0.35754793167114274
75,391/243,1,1.4537091541290286
75,391/33,1,0.5678110122680664
75,391/33,2,0.8919242858886722
75,391/33,3,1.1942836380004884
75,391/33,4,1.1338300704956055
75,391/33,5,0.380401611328125
75,391/33,6,0.6123766326904292
75,391/33,7,0.7158876991271974
75,391/33,8,0.7058809089660638
75,391/33,9,0.7764927101135246
75,391/33,10,0.8443725204467771
75,391/33,12,0.8572683715820304
75,391/437,1,0.013822822570800142
75,391/437,2,0.12691402435302734
75,391/437,3,0.21368869781494126
75,391/437,4,0.18354763031005916
75,391/437,5,0.05648475646972706
75,391/437,6,0.12535301208496108
75,391/437,7,0.026369171142578196
75,391/437,8,0.13705268859863295
75,391/437,9,0.0881184387207039
75,391/437,10,0.14367053985595746
75,391/437,12,0.14045700073242173
75,404/69,1,0.6966673851013185
75,404/69,2,0.45958503723144517
75,404/69,3,0.6781237792968753
75,404/69,4,0.15247438430786175
75,404/69,5,0.7594341659545898
75,404/69,6,0.22940713882446317
75,404/69,7,0.6099355697631834
75,404/69,8,0.14754076004028338
75,404/69,9,0.005440254211425355
75,404/69,10,1.0225309181213378
75,404/69,11,1.5965692520141603
75,405/17,1,0.12463171482086177
75,405/17,2,0.15796789884567264
75,405/17,3,0.057874429225921675
75,405/17,4,0.009130189418792733
75,405/17,5,0.24516686201095583
75,405/17,6,0.18030062675476077
75,405/17,7,0.020331580638885516
75,405/17,8,0.04270678758621216
75,405/17,9,0.06369957447051999
75,405/17,10,0.19673149108886712
75,405/17,12,0.3006354141235352
75,405/34,1,0.19649637222290028
75,418/15,1,0.14344180107116689
75,418/15,2,0.3309777736663819
75,418/15,3,0.6587771940231324
75,418/15,4,0.4385193777084351
75,418/15,5,1.2843565559387207
75,418/15,6,1.31266535282135
75,418/15,7,0.9312973642349243
75,418/15,8,0.9508280181884765
75,418/15,9,0.840794849395752
75,418/15,10,0.8786653327941893
75,418/15,12,0.6349938678741456
75,418/4,1,0.20482919216156015
75,418/4,2,0.09639712810516365
75,418/4,3,0.1284447622299194
75,418/4,4,0.4645953798294067
75,418/4,5,0.2992127752304077
75,418/4,6,0.1412445306777954
75,418/4,7,0.06016478061676023
75,418/4,8,0.10943217277526851
75,418/4,9,0.1649152851104736
75,418/4,10,0.26935188293457024
75,418/4,11,0.23193076133728008
75,418/4,12,0.26606168270111086
76,330/183,1,0.3285187911987304
76,330/183,2,0.17993619918823223
76,330/183,3,0.04924982070922845
76,330/183,4,0.003988294601440456
76,330/183,5,0.361108627319336
76,330/183,7,0.2703866672515869
76,330/183,8,0.4378828620910644
76,330/183,9,0.4859815979003905
76,330/183,10,0.35092649459838876
76,330/183,11,0.8640748977661132
76,341/17,1,0.074719333648682
76,341/17,2,0.0613024139404299
76,341/17,3,0.05808748245239226
76,341/17,4,0.07473648071289052
76,341/17,8,0.5564563369750974
76,341/17,9,0.3695372772216796
76,341/17,10,0.48561317443847685
76,341/17,11,0.3822740173339838
76,341/17,12,0.6471932411193855
76,377/86,1,0.38637445449829144
76,377/86,2,0.28671495437622063
76,377/86,3,0.09275028228759741
76,377/86,4,0.26827567100524874
76,377/86,5,0.03175683975219723
76,377/86,7,0.07688933372497564
76,377/86,8,0.2730791091918947
76,377/86,9,0.8555932807922364
76,377/86,10,0.4923803329467775
76,377/86,11,0.6927600288391114
76,377/94,1,0.13166311264038066
76,377/94,2,0.22705601692199728
76,377/94,3,0.029906768798828143
76,377/94,4,0.1733353710174561
76,377/94,5,0.4218908119201661
76,377/94,6,0.048249845504760636
76,377/94,7,0.08021228790283219
76,377/94,8,0.042465324401855575
76,377/94,9,0.06072881698608379
76,377/94,10,0.1195331859588622
76,377/94,11,0.22158384323120117
76,391/243,1,1.4537091541290286
76,391/33,1,0.6236277389526368
76,391/33,2,0.8827447891235352
76,391/33,3,1.0741170883178714
76,391/33,4,1.344907913208008
76,391/33,5,1.2976064682006836
76,391/33,6,0.6112451553344727
76,391/33,7,0.7025236511230464
76,391/33,8,0.8424264526367189
76,391/33,9,0.9639771270751947
76,391/33,10,1.2956143569946281
76,391/33,11,1.411637554168701
76,391/437,1,0.1418826675415037
76,391/437,2,0.006289749145507173
76,391/437,3,0.15474700927734375
76,391/437,4,0.3498829269409178
76,391/437,5,0.4929214859008795
76,391/437,6,0.38886695861816456
76,391/437,7,0.14043029785156236
76,391/437,8,0.285736961364746
76,391/437,9,0.11941513061523423
76,391/437,10,0.14050876617431562
76,391/437,11,0.10027072906494183
76,404/69,1,0.32737764358520494
76,404/69,2,0.6995398521423342
76,404/69,3,0.24639925003051744
76,404/69,4,0.538944072723389
76,404/69,5,0.1376495170593266
76,404/69,6,0.7903427505493164
76,404/69,7,0.24022609710693388
76,404/69,8,0.547927665710449
76,404/69,9,0.09869594573974627
76,404/69,10,0.01059247970581012
76,404/69,11,0.9858206558227538
76,404/69,12,1.6660096168518068
76,405/17,1,0.20667949676513664
76,405/17,2,0.01586539745330806
76,405/17,3,0.11894163846969608
76,405/17,4,0.0535943984985352
76,405/17,5,0.010080823898315439
76,405/17,6,0.23970737457275393
76,405/17,7,0.17469755172729495
76,405/17,8,0.019078772068023664
76,405/17,9,0.025504708290100098
76,405/17,10,0.06399437904357907
76,405/17,11,0.21559230804443352
76,405/34,1,0.19091509819030783
76,405/34,3,0.3895510482788085
76,418/15,1,0.02829774379730221
76,418/15,2,0.12599015712738026
76,418/15,3,0.3225673198699952
76,418/15,4,0.617678599357605
76,418/15,5,0.42014207363128664
76,418/15,6,1.144080958366394
76,418/15,7,1.2323587036132813
76,418/15,8,0.9555073404312133
76,418/15,9,0.8861849927902221
76,418/15,10,0.8414335727691651
76,418/15,11,0.9276629734039306
76,418/4,1,0.6785014247894288
76,418/4,2,0.20785810947418204
76,418/4,3,0.08154460430145272
76,418/4,4,0.048545508384704616
76,418/4,5,0.4082053327560424
76,418/4,6,0.27884455680847164
76,418/4,7,0.166733980178833
76,418/4,8,0.04910251617431638
76,418/4,9,0.12914056777954097
76,418/4,10,0.1629793262481689
76,418/4,11,0.26901857376098626
76,418/4,12,0.21830466270446758
77,330/183,1,0.20913927078247063
77,330/183,2,0.2443707275390623
77,330/183,3,0.10511226177215582
77,330/183,4,0.1321983623504639
77,330/183,5,0.35489627361297615
77,330/183,7,0.08899411678314206
77,330/183,8,0.26705869197845455
77,330/183,9,0.16828657627105703
77,330/183,10,0.17117974758148202
77,330/183,11,0.8993652582168579
77,341/17,1,0.044435939788818324
77,341/17,2,0.049873447418212535
77,341/17,3,0.11538482666015604
77,341/17,4,0.12192024230956999
77,341/17,5,0.04104101181030284
77,341/17,9,0.4055278396606443
77,341/17,10,0.4043091964721679
77,341/17,11,0.44096786499023466
77,341/17,12,0.432140216827392
77,377/86,1,0.38984058380126996
77,377/86,2,0.2922810745239257
77,377/86,3,0.028211326599120845
77,377/86,4,0.44340508460998507
77,377/86,5,0.06503061294555668
77,377/86,7,0.024594726562499947
77,377/86,8,0.1700489044189455
77,377/86,9,0.8048363494873048
77,377/86,10,0.5946089744567873
77,377/86,11,0.8651276016235352
77,377/94,1,0.19534113883972148
77,377/94,2,0.1892318630218508
77,377/94,3,0.04910065650939943
77,377/94,4,0.15388923645019537
77,377/94,5,0.4123593139648438
77,377/94,6,0.044903163909912
77,377/94,7,0.07865851402282731
77,377/94,8,0.059503431320190536
77,377/94,9,0.07571843147277812
77,377/94,10,0.11509931564331044
77,377/94,11,0.2325594425201416
77,391/243,1,1.4537091541290286
77,391/33,1,0.6689110565185548
77,391/33,2,0.8594970703125
77,391/33,3,1.0771516799926761
77,391/33,4,1.3876191711425783
77,391/33,5,1.3723363876342773
77,391/33,6,0.6168317794799805
77,391/33,7,0.816381397247314
77,391/33,8,1.0004579162597658
77,391/33,9,1.2349684524536126
77,391/33,10,1.693798179626464
77,391/33,11,1.901062259674072
77,391/437,1,0.028374443054199006
77,391/437,2,0.02807209014892642
77,391/437,3,0.12343311309814453
77,391/437,4,0.18174537658691392
77,391/437,5,0.20926918029785213
77,391/437,6,0.07620960235595753
77,391/437,7,0.09893909454345717
77,391/437,8,0.08525650024414055
77,391/437,9,0.16656127929687514
77,391/437,10,0.15042198181152422
77,391/437,11,0.2484755325317387
77,404/69,1,0.25586591720581087
77,404/69,2,0.33668979644775376
77,404/69,3,0.5206787109375002
77,404/69,4,0.01626857757568345
77,404/69,5,0.61296350479126
77,404/69,6,0.18176744461059613
77,404/69,7,0.655487003326416
77,404/69,8,0.23338777542114286
77,404/69,9,0.6334488868713377
77,404/69,10,0.08522148132324237
77,404/69,11,0.11798574447631793
77,404/69,12,0.9036005783081054
77,405/17,1,0.1318885421752929
77,405/17,2,0.027720165252685502
77,405/17,3,0.15101328849792484
77,405/17,4,0.04908798933029179
77,405/17,5,0.013469645977020273
77,405/17,6,0.2398953676223755
77,405/17,7,0.17995116472244266
77,405/17,8,0.012919108867645246
77,405/17,9,0.03268164396286011
77,405/17,10,0.07885822772979734
77,405/17,11,0.20045678138732903
77,405/34,1,0.06334405899047857
77,405/34,2,0.18273805618286154
77,405/34,4,0.3948823261260985
77,418/15,1,0.011980137825012172
77,418/15,2,0.16002774715423573
77,418/15,3,0.2744633913040162
77,418/15,4,0.6508057880401612
77,418/15,5,0.4068265151977539
77,418/15,6,1.1355095720291137
77,418/15,7,1.3199888563156128
77,418/15,8,0.8839808130264282
77,418/15,9,0.9175383472442626
77,418/15,10,0.8566837787628174
77,418/15,11,0.8953391361236571
77,418/4,1,0.8944714641571045
77,418/4,2,0.2741663694381713
77,418/4,3,0.13276484966278068
77,418/4,4,0.1568577575683594
77,418/4,5,0.4139625453948974
77,418/4,6,0.2812151527404785
77,418/4,7,0.1771451234817505
77,418/4,8,0.05560848236083982
77,418/4,9,0.1449907541275024
77,418/4,10,0.1544334506988525
77,418/4,11,0.27194706916809075
78,330/183,1,0.04767407417297376
78,330/183,3,0.41159598350524895
78,330/183,4,0.3576723623275755
78,330/183,5,0.10881824016571051
78,330/183,6,0.15002289295196536
78,330/183,7,0.31961020469665535
78,330/183,9,0.06183931350708005
78,330/183,10,0.1907174205780029
78,330/183,11,0.002358422279358008
78,330/183,12,0.0368234157562255
78,341/17,1,0.26508775711059585
78,341/17,2,0.2865705108642578
78,341/17,3,0.1874862670898434
78,341/17,4,0.2675402259826658
78,341/17,5,0.1609231376647946
78,341/17,6,0.07902347564697276
78,341/17,10,0.4435155487060545
78,341/17,11,0.39537326812744134
78,341/17,12,0.42985469818115263
78,377/86,1,0.8208958625793459
78,377/86,3,0.5682916450500493
78,377/86,4,0.5608405303955077
78,377/86,5,0.09764459609985376
78,377/86,6,0.2516660022735593
78,377/86,7,0.10182376861572262
78,377/86,9,0.05581861495971685
78,377/86,10,0.24273796081542987
78,377/86,11,0.7813106346130372
78,377/86,12,0.5387994766235353
78,377/94,1,0.053568668365478356
78,377/94,3,0.2104666519165037
78,377/94,4,0.21488975524902365
78,377/94,5,0.03257562637329103
78,377/94,6,0.15475278854370123
78,377/94,7,0.40965993881225593
78,377/94,8,0.07806146621704091
78,377/94,9,0.06410568237304703
78,377/94,10,0.03796612739562999
78,377/94,11,0.06338432312011699
78,377/94,12,0.06748998641967763
78,391/243,1,1.4537091541290286
78,391/33,1,0.20198669433593786
78,391/33,3,0.7394552993774415
78,391/33,4,0.9393749237060547
78,391/33,5,1.1067070007324222
78,391/33,6,1.3468419647216798
78,391/33,7,1.332387924194336
78,391/33,8,0.6286935806274414
78,391/33,9,0.8058313751220698
78,391/33,10,1.031743679046631
78,391/33,11,1.241232185363769
78,391/33,12,1.6478630256652824
78,391/437,1,0.09386333465576158
78,391/437,3,0.1030185317993162
78,391/437,4,0.019596786499024077
78,391/437,5,0.10470867156982422
78,391/437,6,0.18292411804199205
78,391/437,7,0.2220350646972662
78,391/437,8,0.0796542739868169
78,391/437,9,0.07530227661132827
78,391/437,10,0.08655540466308587
78,391/437,11,0.19571987152099624
78,391/437,12,0.15871513366699297
78,404/69,1,0.5186703300476072
78,404/69,2,0.6069782829284671
78,404/69,3,0.3462956809997557
78,404/69,4,0.43252630233764666
78,404/69,5,0.04885164260864272
78,404/69,6,0.6118696403503421
78,404/69,7,0.21903417587280316
78,404/69,8,0.680666389465332
78,404/69,9,0.20928985595703153
78,404/69,10,0.6146305084228514
78,404/69,11,0.1326677322387697
78,404/69,12,0.009907741546630433
78,405/17,1,0.15815908432006842
78,405/17,3,0.1960163450241088
78,405/17,4,0.02397055625915523
78,405/17,5,0.14791128396987918
78,405/17,6,0.05281262397766118
78,405/17,7,0.017326185703277597
78,405/17,8,0.2417237997055054
78,405/17,9,0.16047153234481815
78,405/17,10,0.004222016334533674
78,405/17,11,0.0408361554145813
78,405/17,12,0.07353660583496091
78,405/34,1,0.08200007438659673
78,405/34,2,0.00838523864746099
78,405/34,3,0.20276187896728537
78,405/34,5,0.36392140865325917
78,418/15,1,0.2878327083587646
78,418/15,3,0.4140911483764649
78,418/15,4,0.2242609214782716
78,418/15,5,0.2512370586395263
78,418/15,6,0.2510675621032714
78,418/15,7,0.44696579456329344
78,418/15,8,0.2930789804458618
78,418/15,9,0.4219518995285034
78,418/15,10,0.17366677284240728
78,418/15,11,0.5427879667282105
78,418/15,12,0.41780157089233394
78,418/4,1,0.13017032623291014
78,418/4,3,0.8536702966690064
78,418/4,4,0.25312485694885245
78,418/4,5,0.149078402519226
78,418/4,6,0.22621562957763675
78,418/4,7,0.43436104297637934
78,418/4,8,0.261790714263916
78,418/4,9,0.21076762676239014
78,418/4,10,0.05157098293304441
78,418/4,11,0.18473179340362544
78,418/4,12,0.167097053527832
79,330/183,1,0.2885641384124755
79,330/183,2,0.26583065032958997
79,330/183,4,0.31081144332885735
79,330/183,5,0.2190479326248167
79,330/183,6,0.09685916423797614
79,330/183,7,0.10928597927093509
79,330/183,8,0.22833069801330574
79,330/183,10,0.06163320064544675
79,330/183,11,0.18180330753326412
79,330/183,12,0.11047567367553701
79,341/17,1,0.042830696105957244
79,341/17,2,0.40174499511718764
79,341/17,3,0.40689559936523434
79,341/17,4,0.18204460144042933
79,341/17,5,0.19738317489624002
79,341/17,6,0.043820037841796555
79,341/17,7,0.15304147720336925
79,341/17,11,0.4799544906616209
79,341/17,12,0.3590840530395507
79,342/78,1,0.6863800764083863
79,377/86,1,0.4420584678649906
79,377/86,2,0.7196962356567385
79,377/86,4,0.6995720672607426
79,377/86,5,0.5457367134094238
79,377/86,6,0.021979122161865483
79,377/86,7,0.3557950782775876
79,377/86,8,0.07011409759521481
79,377/86,10,0.07400542259216314
79,377/86,11,0.23629875183105487
79,377/86,12,0.8074041175842286
79,377/94,1,0.0656524562835692
79,377/94,2,0.0025678348541258167
79,377/94,4,0.15532997131347637
79,377/94,5,0.1821653747558596
79,377/94,6,0.008788843154907244
79,377/94,7,0.1717174625396729
79,377/94,8,0.41106756210327156
79,377/94,9,0.012650852203369034
79,377/94,10,0.04911797523498551
79,377/94,11,0.07865345001220714
79,377/94,12,0.0683455753326414
79,391/243,1,1.4537091541290286
79,391/33,1,0.4035020828247067
79,391/33,2,0.6129287719726566
79,391/33,4,0.9012556838989259
79,391/33,5,1.0538911819458008
79,391/33,6,1.2139276504516605
79,391/33,7,1.4435588455200197
79,391/33,8,1.4217405319213867
79,391/33,9,0.5292720794677734
79,391/33,10,0.7895197296142573
79,391/33,11,1.120728168487549
79,391/33,12,1.1846258926391595
79,391/437,1,0.3718915557861333
79,391/437,2,0.20794662475585923
79,391/437,4,0.15037227630615213
79,391/437,5,0.007586746215819673
79,391/437,6,0.14777565002441406
79,391/437,7,0.29091342926025376
79,391/437,8,0.424119606018067
79,391/437,9,0.13043075561523487
79,391/437,10,0.12163909912109361
79,391/437,11,0.2642020416259765
79,391/437,12,0.06753334045410142
79,404/69,1,0.669174633026123
79,404/69,2,1.0150449371337888
79,404/69,3,0.8435171699523929
79,404/69,4,0.5144837760925292
79,404/69,5,0.5639421463012697
79,404/69,6,0.1748460197448729
79,404/69,7,0.6559761238098147
79,404/69,8,0.214524250030518
79,404/69,9,0.7271894836425781
79,404/69,10,0.21658260345459013
79,404/69,11,0.663279342651367
79,404/69,12,0.11410064697265643
79,405/17,1,0.019616370201110733
79,405/17,2,0.1567425203323365
79,405/17,4,0.21230855941772453
79,405/17,5,0.014914822578430131
79,405/17,6,0.12436715126037601
79,405/17,7,0.02828072309494023
79,405/17,8,0.0152744746208191
79,405/17,9,0.24851062297821047
79,405/17,10,0.15143642187118533
79,405/17,11,0.01241074085235594
79,405/17,12,0.05504453182220459
79,405/34,1,0.08334732055664062
79,405/34,2,0.11398511886596685
79,405/34,3,0.0002217864990234908
79,405/34,4,0.20695899963378928
79,405/34,6,0.23608208179473866
79,418/15,1,0.04806606769561772
79,418/15,2,0.31352481365203855
79,418/15,4,0.4156842613220215
79,418/15,5,0.19507693767547618
79,418/15,6,0.28126647472381583
79,418/15,7,0.22065232515335076
79,418/15,8,0.43006293058395384
79,418/15,9,0.298683009147644
79,418/15,10,0.43382949590682984
79,418/15,11,0.20239400625228887
79,418/15,12,0.5193012928962708
79,418/4,1,0.0643305397033691
79,418/4,2,0.1432850170135498
79,418/4,4,0.8318071937561036
79,418/4,5,0.23917427062988272
79,418/4,6,0.07443586349487297
79,418/4,7,0.19280031204223635
79,418/4,8,0.44800645351409907
79,418/4,9,0.2827940797805786
79,418/4,10,0.17766082286834717
79,418/4,11,0.04724988460540769
79,418/4,12,0.10019619464874263
80,330/183,1,0.06474121570587155
80,330/183,2,0.3539025115966796
80,330/183,3,0.48025692939758313
80,330/183,5,0.2455872726440429
80,330/183,6,0.28906240940093975
80,330/183,7,0.14997262477874762
80,330/183,8,0.13749089717864993
80,330/183,9,0.17591961860656746
80,330/183,11,0.011026830673217747
80,330/183,12,0.17107292175292965
80,341/17,1,0.03392833709716836
80,341/17,2,0.10332368850708029
80,341/17,3,0.40122810363769545
80,341/17,4,0.3588227844238281
80,341/17,5,0.19648132324218714
80,341/17,6,0.26722837448120096
80,341/17,7,0.15201915740966765
80,341/17,8,0.047026271820068466
80,341/17,12,0.4899957275390623
80,342/78,1,1.8978248119354248
80,377/86,1,0.500494422912598
80,377/86,2,0.5913642883300785
80,377/86,3,0.6607248306274416
80,377/86,5,0.6034006881713871
80,377/86,6,0.6066307258605956
80,377/86,7,0.32364204406738306
80,377/86,8,0.07498138427734347
80,377/86,9,0.29198499679565426
80,377/86,11,0.1929891681671143
80,377/86,12,0.2383472442626955
80,377/94,1,0.03342155456542972
80,377/94,2,0.0750063323974608
80,377/94,3,0.0072080421447755505
80,377/94,5,0.21038272857665996
80,377/94,6,0.19471882820129416
80,377/94,7,0.05257894515991213
80,377/94,8,0.14624410629272466
80,377/94,9,0.4335771369934083
80,377/94,10,0.04110038757324208
80,377/94,11,0.055086307525634925
80,377/94,12,0.02507102012634288
80,391/243,1,1.4537091541290286
80,391/33,1,0.3580390930175774
80,391/33,2,0.7546611785888668
80,391/33,3,0.8597644805908207
80,391/33,5,1.059248046875
80,391/33,6,1.1907453536987305
80,391/33,7,1.3834289550781254
80,391/33,8,1.6112224197387697
80,391/33,9,1.5820369720458984
80,391/33,10,0.8184881210327148
80,391/33,11,0.9184927368164058
80,391/33,12,1.0924216842651369
80,391/437,1,0.4200606155395512
80,391/437,2,0.4002719497680669
80,391/437,3,0.3070791625976561
80,391/437,5,0.17863536834716776
80,391/437,6,0.0447318267822272
80,391/437,7,0.1341695785522461
80,391/437,8,0.20146545410156236
80,391/437,9,0.23304809570312557
80,391/437,10,0.024040756225586435
80,391/437,11,0.14079299926757827
80,391/437,12,0.09808452606201179
80,404/69,1,0.607960014343262
80,404/69,2,0.4094547843933105
80,404/69,3,0.2893884277343748
80,404/69,4,0.41136775970459016
80,404/69,5,0.19196781158447251
80,404/69,6,0.4044849395751955
80,404/69,7,0.025133762359619283
80,404/69,8,0.6092489433288577
80,404/69,9,0.3124813842773442
80,404/69,10,0.6009840393066406
80,404/69,11,0.3498490524291995
80,404/69,12,0.530070114135742
80,405/17,1,0.2271979808807374
80,405/17,2,0.16891313076019276
80,405/17,3,0.3474252891540528
80,405/17,5,0.2766416406631469
80,405/17,6,0.0017681837081908736
80,405/17,7,0.008833203315734894
80,405/17,8,0.00813912153244023
80,405/17,9,0.013078699111938485
80,405/17,10,0.2483926057815552
80,405/17,11,0.1712891793251038
80,405/17,12,0.010943908691406268
80,405/34,1,0.22155616760253904
80,405/34,2,0.1354508399963379
80,405/34,3,0.17523389816284185
80,405/34,4,0.001256523132324272
80,405/34,5,0.1790537738800051
80,405/34,7,0.2315866994857787
80,418/15,1,0.04633856296539296
80,418/15,2,0.06745378971099858
80,418/15,3,0.3387319755554199
80,418/15,5,0.4258757019042969
80,418/15,6,0.19978343963623058
80,418/15,7,0.25700619220733634
80,418/15,8,0.22479985475540154
80,418/15,9,0.4509842801094055
80,418/15,10,0.31097837448120114
80,418/15,11,0.428230414390564
80,418/15,12,0.18902879714965826
80,418/4,1,0.06502862930297848
80,418/4,2,0.030542573928832972
80,418/4,3,0.09808896064758299
80,418/4,5,0.8626901483535767
80,418/4,6,0.22557940483093253
80,418/4,7,0.05642941951751701
80,418/4,8,0.18928089618682864
80,418/4,9,0.44712847709655756
80,418/4,10,0.3056950187683105
80,418/4,11,0.1643986701965332
80,418/4,12,0.05181977272033689
81,330/183,1,0.9910411643981933
81,330/183,2,0.3405720806121826
81,330/183,3,0.8814057636260986
81,330/183,4,0.51202787399292
81,330/183,6,0.35912935256958
81,330/183,7,0.4387042808532713
81,330/183,8,0.12492639541625983
81,330/183,9,0.16988351821899417
81,330/183,10,0.43484672546386727
81,330/183,12,0.1451500368118286
81,341/17,1,0.08004188537597656
81,341/17,2,0.028982582092285547
81,341/17,3,0.07060216903686545
81,341/17,4,0.41884866714477553
81,341/17,5,0.44213052749633786
81,341/17,6,0.16964683532714808
81,341/17,7,0.2338335609436033
81,341/17,8,0.20655216217040984
81,341/17,9,0.08737861633300792
81,342/78,1,1.9603069686889647
81,342/78,3,1.8303528308868409
81,377/86,1,0.0006499099731449576
81,377/86,2,0.540216388702393
81,377/86,3,0.5429524421691898
81,377/86,4,0.7108723640441896
81,377/86,6,0.5799975204467778
81,377/86,7,0.7825321388244628
81,377/86,8,0.41627433776855494
81,377/86,9,0.07640712738037081
81,377/86,10,0.2674235916137695
81,377/86,12,0.18208914756774908
81,377/94,1,0.09211056709289567
81,377/94,2,0.08495835304260257
81,377/94,3,0.03202709197998033
81,377/94,4,0.003898792266845863
81,377/94,6,0.22416379928588848
81,377/94,7,0.1760022544860842
81,377/94,8,0.018919725418090838
81,377/94,9,0.12446814537048345
81,377/94,10,0.44770558357238777
81,377/94,11,0.05747759819030751
81,377/94,12,0.08449571609497086
81,391/243,1,1.4537091541290286
81,391/33,1,0.1130420684814446
81,391/33,2,0.37401790618896413
81,391/33,3,0.7811857223510739
81,391/33,4,0.8889068603515629
81,391/33,6,1.0412722396850587
81,391/33,7,1.1971120834350586
81,391/33,8,1.385888481140137
81,391/33,9,1.6130982971191408
81,391/33,10,1.5920095443725586
81,391/33,11,0.82470703125
81,391/33,12,0.9761742973327632
81,391/437,1,0.37985401153564524
81,391/437,2,0.12595413208007855
