"data","localizacao","nitrato"
2011-03-21 10:00:00.000,"330/187","4.0"
2012-12-18 11:25:00.000,"330/187",(<)0.890
2013-11-20 14:30:00.000,"330/187","5.0"
2014-09-29 11:00:00.000,"330/187","9.1"
2002-10-23 00:00:00.000,"330/230","87.47"
2003-04-14 00:00:00.000,"330/230","17.19"
2003-10-13 00:00:00.000,"330/230","18.0"
2004-03-10 00:00:00.000,"330/230","16.79"
2005-04-11 00:00:00.000,"330/230","16.35"
2005-09-12 00:00:00.000,"330/230","14.57"
2006-03-13 00:00:00.000,"330/230","18.56"
2006-09-11 00:00:00.000,"330/230","13.69"
2007-03-26 00:00:00.000,"330/230","15.0"
2007-09-19 00:00:00.000,"330/230","15.9"
2008-03-06 00:00:00.000,"330/230","22.99"
2008-10-06 00:00:00.000,"330/230","11.47"
2009-05-28 00:00:00.000,"330/230","20.378"
2009-10-29 00:00:00.000,"330/230","31.01"
2010-06-25 14:30:00.000,"330/230","18.0"
2002-11-06 00:00:00.000,"330/231","24.41"
2003-04-14 00:00:00.000,"330/231","39.71"
2003-10-13 00:00:00.000,"330/231","30.52"
2004-10-19 00:00:00.000,"330/231","37.168"
2005-04-11 00:00:00.000,"330/231","41.6"
2005-09-12 00:00:00.000,"330/231","30.97"
2006-05-15 00:00:00.000,"330/231","41.6"
2006-09-13 00:00:00.000,"330/231","37.61"
2008-03-06 00:00:00.000,"330/231","70.84"
2008-09-25 00:00:00.000,"330/231","35.84"
2011-03-21 13:00:00.000,"330/231","9.0"
2013-11-20 11:00:00.000,"330/231","43.0"
2014-04-07 09:30:00.000,"330/231","28.0"
2014-10-20 09:10:00.000,"330/231","37.0"
2015-02-23 12:00:00.000,"330/231","40.0"
2016-02-22 10:30:00.000,"330/231","30.0"
2017-04-20 11:20:00.000,"330/231","24.0"
2017-10-24 10:00:00.000,"330/231","24.0"
2018-03-28 09:35:00.000,"330/231","20.0"
2018-10-11 10:00:00.000,"330/231","34.0"
2019-03-12 10:25:00.000,"330/231","31.0"
2019-10-30 10:00:00.000,"330/231","22.0"
2020-03-04 10:15:00.000,"330/231","23.0"
2020-10-21 10:30:00.000,"330/231","26.0"
2021-03-02 10:15:00.000,"330/231","31.0"
2021-10-07 10:15:00.000,"330/231","25.0"
2022-03-28 10:10:00.000,"330/231","32.0"
2022-10-24 10:30:00.000,"330/231","23.0"
2023-04-26 09:50:00.000,"330/231","30.0"
2023-09-20 11:40:00.000,"330/231","26.0"
2002-10-28 00:00:00.000,"330/232","182.6"
2003-04-14 00:00:00.000,"330/232","119.34"
2003-10-13 00:00:00.000,"330/232","111.0"
2004-03-10 00:00:00.000,"330/232","109.0"
2004-10-19 00:00:00.000,"330/232","119.566"
2005-04-11 00:00:00.000,"330/232","159.0"
2005-09-12 00:00:00.000,"330/232","107.0"
2006-09-11 00:00:00.000,"330/232","120.0"
2007-05-09 00:00:00.000,"330/232","120.0"
2002-10-28 00:00:00.000,"330/233","103.22"
2003-04-14 00:00:00.000,"330/233","67.34"
2003-10-13 00:00:00.000,"330/233","153.0"
2004-03-15 00:00:00.000,"330/233","124.0"
2004-10-21 00:00:00.000,"330/233","43.0"
2005-04-12 00:00:00.000,"330/233","124.0"
2005-09-13 00:00:00.000,"330/233","61.98"
2006-03-14 00:00:00.000,"330/233","110.0"
2006-09-12 00:00:00.000,"330/233","115.14"
2007-03-22 00:00:00.000,"330/233","106.28"
2007-09-27 00:00:00.000,"330/233","88.56"
2008-03-11 00:00:00.000,"330/233","119.57"
2008-09-30 00:00:00.000,"330/233","73.0"
2009-05-20 00:00:00.000,"330/233","101.89"
2009-10-28 00:00:00.000,"330/233","98.0"
2010-06-24 15:25:00.000,"330/233","110.0"
2011-03-23 14:00:00.000,"330/233","97.0"
2012-11-29 11:30:00.000,"330/233","110.0"
2013-03-21 11:15:00.000,"330/233","56.0"
2013-11-29 09:27:00.000,"330/233","110.0"
2014-04-08 11:20:00.000,"330/233","98.0"
2014-10-16 11:15:00.000,"330/233","67.0"
2015-04-06 12:10:00.000,"330/233","79.0"
2015-10-26 09:45:00.000,"330/233","96.0"
2016-04-05 10:50:00.000,"330/233","99.0"
2016-10-17 09:25:00.000,"330/233","110.0"
2017-03-13 00:09:00.000,"330/233","93.0"
2017-10-09 09:00:00.000,"330/233","84.0"
2018-04-26 09:00:00.000,"330/233","97.0"
2018-10-02 09:05:00.000,"330/233","87.0"
2019-03-27 09:35:00.000,"330/233","100.0"
2020-04-27 09:10:00.000,"330/233","100.0"
2020-10-06 09:40:00.000,"330/233","61.0"
2021-03-31 09:00:00.000,"330/233","120.0"
2021-10-06 09:25:00.000,"330/233","91.0"
2022-04-04 09:15:00.000,"330/233","93.0"
2022-10-10 09:25:00.000,"330/233","100.0"
2023-04-10 00:00:00.000,"330/233","110.0"
2023-09-25 09:00:00.000,"330/233","120.0"
2002-10-23 00:00:00.000,"330/234","125.9"
2003-04-14 00:00:00.000,"330/234","4.56"
2003-10-13 00:00:00.000,"330/234","4.3"
2004-03-15 00:00:00.000,"330/234","3.9"
2004-10-20 00:00:00.000,"330/234","4.829"
2005-04-12 00:00:00.000,"330/234","6.16"
2006-03-14 00:00:00.000,"330/234","8.82"
2006-09-12 00:00:00.000,"330/234","8.3"
2007-03-22 00:00:00.000,"330/234","7.49"
2007-09-27 00:00:00.000,"330/234","10.59"
2008-03-11 00:00:00.000,"330/234","10.59"
2008-09-30 00:00:00.000,"330/234","7.04"
2009-04-13 00:00:00.000,"330/234","71.0"
2009-10-28 00:00:00.000,"330/234","9.303"
2010-07-22 09:30:00.000,"330/234","41.0"
2011-03-23 15:00:00.000,"330/234","22.0"
2012-12-11 10:45:00.000,"330/234","5.3"
2013-04-09 11:15:00.000,"330/234","27.0"
2013-12-11 11:30:00.000,"330/234","13.0"
2014-04-22 12:00:00.000,"330/234","13.0"
2015-10-26 09:10:00.000,"330/234","13.0"
2016-10-17 09:05:00.000,"330/234","9.7"
2017-03-13 08:40:00.000,"330/234","2.0"
2017-10-09 08:35:00.000,"330/234","11.0"
2018-04-26 08:40:00.000,"330/234","7.7"
2018-10-02 08:50:00.000,"330/234","24.0"
2019-03-27 08:50:00.000,"330/234","9.7"
2020-04-27 08:45:00.000,"330/234","7.8"
2020-10-06 09:20:00.000,"330/234","7.5"
2021-03-31 08:35:00.000,"330/234","14.0"
2021-10-06 08:50:00.000,"330/234","12.0"
2022-04-04 08:55:00.000,"330/234","6.5"
2022-10-10 08:40:00.000,"330/234","16.0"
2023-04-10 00:00:00.000,"330/234","14.0"
2023-09-25 08:40:00.000,"330/234","41.0"
2002-11-26 00:00:00.000,"330/235","126.83"
2003-05-26 00:00:00.000,"330/235","143.7"
2003-10-13 00:00:00.000,"330/235","153.0"
2004-03-15 00:00:00.000,"330/235","169.0"
2004-10-21 00:00:00.000,"330/235","146.0"
2005-04-12 00:00:00.000,"330/235","132.86"
2005-09-13 00:00:00.000,"330/235","97.42"
2006-03-14 00:00:00.000,"330/235","140.0"
2006-09-12 00:00:00.000,"330/235","140.0"
2007-05-08 00:00:00.000,"330/235","168.3"
2007-09-27 00:00:00.000,"330/235","106.28"
2008-03-11 00:00:00.000,"330/235","160.0"
2008-09-30 00:00:00.000,"330/235","124.0"
2009-05-20 00:00:00.000,"330/235","124.04"
2009-10-28 00:00:00.000,"330/235","75.31"
2010-06-24 14:30:00.000,"330/235","130.0"
2011-03-23 09:00:00.000,"330/235","99.0"
2002-11-19 00:00:00.000,"331/1","37.12"
2003-04-08 00:00:00.000,"331/1","40.3"
2003-10-14 00:00:00.000,"331/1","37.61"
2004-03-16 00:00:00.000,"331/1","39.83"
2004-10-13 00:00:00.000,"331/1","34.51"
2005-04-13 00:00:00.000,"331/1","38.5"
2005-09-14 00:00:00.000,"331/1","39.0"
2006-03-15 00:00:00.000,"331/1","40.27"
2006-09-13 00:00:00.000,"331/1","37.0"
2007-03-29 00:00:00.000,"331/1","38.94"
2007-09-26 00:00:00.000,"331/1","31.85"
2008-03-24 00:00:00.000,"331/1","23.88"
2002-11-19 00:00:00.000,"331/126","20.69"
2003-04-08 00:00:00.000,"331/126","15.73"
2003-10-14 00:00:00.000,"331/126","24.0"
2004-03-16 00:00:00.000,"331/126","18.12"
2005-04-13 00:00:00.000,"331/126","15.46"
2005-09-14 00:00:00.000,"331/126","17.23"
2006-03-15 00:00:00.000,"331/126","7.8"
2006-09-13 00:00:00.000,"331/126","9.7"
2007-03-29 00:00:00.000,"331/126","9.7"
2007-09-26 00:00:00.000,"331/126","9.7"
2008-03-24 00:00:00.000,"331/126","11.92"
2009-05-18 00:00:00.000,"331/126","11.518"
2010-07-06 12:15:00.000,"331/126","20.0"
2012-11-15 09:05:00.000,"331/126","17.0"
2003-04-08 00:00:00.000,"331/127","27.24"
2003-10-14 00:00:00.000,"331/127","38.0"
2004-07-19 00:00:00.000,"331/127","33.181"
2005-04-13 00:00:00.000,"331/127","35.84"
2005-09-14 00:00:00.000,"331/127","39.83"
2006-03-15 00:00:00.000,"331/127","31.0"
2008-10-02 00:00:00.000,"331/127","35.84"
2009-05-13 00:00:00.000,"331/127","43.414"
2002-11-04 00:00:00.000,"331/129","18.83"
2003-04-08 00:00:00.000,"331/129","38.53"
2003-10-14 00:00:00.000,"331/129","48.0"
2004-07-19 00:00:00.000,"331/129","42.484"
2004-10-13 00:00:00.000,"331/129","22.549"
2005-09-14 00:00:00.000,"331/129","15.9"
2006-05-15 00:00:00.000,"331/129","39.0"
2006-09-13 00:00:00.000,"331/129","44.26"
2008-05-14 00:00:00.000,"331/129","26.0"
2008-10-02 00:00:00.000,"331/129","35.4"
2009-06-02 00:00:00.000,"331/129","31.896"
2010-07-28 12:50:00.000,"331/129","91.0"
2013-12-02 15:30:00.000,"331/129","55.0"
2014-04-02 09:40:00.000,"331/129","36.0"
2014-10-14 09:30:00.000,"331/129","34.0"
2015-03-24 09:50:00.000,"331/129","54.0"
2015-10-19 09:45:00.000,"331/129","38.0"
2016-03-22 10:20:00.000,"331/129","24.0"
2016-10-03 09:35:00.000,"331/129","40.0"
2017-03-14 09:40:00.000,"331/129","18.0"
2017-10-10 00:00:00.000,"331/129","38.0"
2018-04-18 09:45:00.000,"331/129","8.5"
2019-04-02 10:40:00.000,"331/129","38.0"
2020-03-16 09:40:00.000,"331/129","29.0"
2020-09-23 09:20:00.000,"331/129","32.0"
2002-11-04 00:00:00.000,"331/130","39.04"
2004-07-19 00:00:00.000,"331/130","40.0"
2004-10-13 00:00:00.000,"331/130","29.637"
2005-04-13 00:00:00.000,"331/130","15.9"
2005-09-14 00:00:00.000,"331/130","21.0"
2006-03-15 00:00:00.000,"331/130","26.0"
2006-09-13 00:00:00.000,"331/130","38.0"
2007-03-29 00:00:00.000,"331/130","46.0"
2007-09-26 00:00:00.000,"331/130","25.0"
2008-03-24 00:00:00.000,"331/130","24.0"
2008-10-02 00:00:00.000,"331/130","20.33"
2009-05-18 00:00:00.000,"331/130","25.0"
2009-10-22 00:00:00.000,"331/130","18.0"
2010-07-06 13:25:00.000,"331/130","31.0"
2011-03-22 14:00:00.000,"331/130","7.0"
2012-11-15 09:30:00.000,"331/130","20.0"
2013-03-14 09:40:00.000,"331/130","12.0"
2013-12-02 16:10:00.000,"331/130",(<)2.000
2014-04-02 09:10:00.000,"331/130","7.9"
2014-10-14 09:00:00.000,"331/130","8.3"
2015-03-24 09:30:00.000,"331/130","26.0"
2015-10-19 09:20:00.000,"331/130","9.6"
2016-03-22 10:00:00.000,"331/130","8.3"
2016-10-03 09:15:00.000,"331/130","6.7"
2017-03-14 09:10:00.000,"331/130","5.8"
2017-10-10 00:00:00.000,"331/130","35.0"
2018-04-18 16:08:00.000,"331/130","9.2"
2018-10-08 09:20:00.000,"331/130","5.9"
2019-04-02 09:50:00.000,"331/130","9.6"
2019-10-17 10:35:00.000,"331/130","13.0"
2020-03-16 09:20:00.000,"331/130","8.6"
2020-09-23 09:40:00.000,"331/130","7.0"
2021-03-10 09:00:00.000,"331/130","12.0"
2021-10-19 09:25:00.000,"331/130","22.0"
2022-03-22 09:10:00.000,"331/130","21.0"
2022-09-29 09:45:00.000,"331/130","40.0"
2023-04-26 09:40:00.000,"331/130","20.0"
2023-09-26 09:20:00.000,"331/130","9.4"
2002-11-04 00:00:00.000,"331/131","37.12"
2003-05-26 00:00:00.000,"331/131","10.32"
2003-10-14 00:00:00.000,"331/131","0.49"
2004-07-19 00:00:00.000,"331/131","53.116"
2004-10-13 00:00:00.000,"331/131","17.676"
2005-04-13 00:00:00.000,"331/131","53.12"
2006-03-15 00:00:00.000,"331/131","50.0"
2006-09-13 00:00:00.000,"331/131","31.85"
2007-03-29 00:00:00.000,"331/131","53.12"
2008-10-02 00:00:00.000,"331/131","37.17"
2009-06-02 00:00:00.000,"331/131","53.16"
2010-07-06 12:50:00.000,"331/131","71.0"
2011-03-22 13:40:00.000,"331/131","140.0"
2013-12-02 15:50:00.000,"331/131","22.0"
2014-04-02 10:10:00.000,"331/131","63.0"
2014-10-14 09:50:00.000,"331/131","45.0"
2003-04-08 00:00:00.000,"331/133","40.4"
2003-10-14 00:00:00.000,"331/133","38.5"
2004-10-13 00:00:00.000,"331/133","42.484"
2005-04-13 00:00:00.000,"331/133","29.64"
2005-09-14 00:00:00.000,"331/133","30.08"
2006-05-15 00:00:00.000,"331/133","28.0"
2006-09-13 00:00:00.000,"331/133","27.42"
2007-03-29 00:00:00.000,"331/133","33.62"
2007-09-26 00:00:00.000,"331/133","20.0"
2008-03-24 00:00:00.000,"331/133","16.35"
2008-10-02 00:00:00.000,"331/133","14.13"
2009-05-18 00:00:00.000,"331/133","15.505"
2009-10-22 00:00:00.000,"331/133","16.391"
2001-02-12 00:00:00.000,"331/15","15.24"
2001-09-10 00:00:00.000,"331/15","18.83"
2002-02-18 00:00:00.000,"331/15","9.04"
2002-09-09 00:00:00.000,"331/15","8.28"
2003-02-17 00:00:00.000,"331/15","7.27"
2003-09-16 00:00:00.000,"331/15","12.0"
2004-02-16 00:00:00.000,"331/15","11.03"
2004-09-15 00:00:00.000,"331/15","9.702"
2005-03-07 00:00:00.000,"331/15","8.82"
2005-09-26 00:00:00.000,"331/15","7.04"
2006-02-20 00:00:00.000,"331/15","6.5"
2006-09-19 00:00:00.000,"331/15","18.56"
2007-02-14 00:00:00.000,"331/15","17.68"
2008-09-24 00:00:00.000,"331/15","11.47"
2003-04-14 00:00:00.000,"341/17","0.84"
2003-10-07 00:00:00.000,"341/17","0.66"
2004-03-08 00:00:00.000,"341/17","0.66"
2005-04-06 00:00:00.000,"341/17","61.98"
2005-09-07 00:00:00.000,"341/17","55.0"
2006-03-08 00:00:00.000,"341/17","73.0"
2006-09-06 00:00:00.000,"341/17","70.84"
2007-03-14 00:00:00.000,"341/17","72.0"
2008-03-10 00:00:00.000,"341/17","66.41"
2008-09-29 00:00:00.000,"341/17","40.71"
2009-06-03 00:00:00.000,"341/17",(e<)0.886
2009-10-28 00:00:00.000,"341/17",(e<)0.886
2010-06-24 10:10:00.000,"341/17","52.0"
2011-03-23 09:30:00.000,"341/17",(<)2.000
2012-12-10 10:05:00.000,"341/17",(<)0.890
2013-04-17 09:40:00.000,"341/17",(<)0.890
2013-11-29 14:00:00.000,"341/17","68.0"
2014-04-22 10:00:00.000,"341/17",(<)0.890
2014-10-28 09:30:00.000,"341/17",(<)0.890
2015-04-20 12:30:00.000,"341/17",(<)0.890
2015-11-16 09:05:00.000,"341/17",(<)0.890
2016-04-26 08:35:00.000,"341/17",(<)0.890
2016-10-24 08:50:00.000,"341/17",(<)0.890
2017-03-21 11:10:00.000,"341/17",(<)0.890
2017-10-25 08:55:00.000,"341/17",(<)0.890
2018-04-16 08:30:00.000,"341/17",(<)0.890
2018-10-17 08:45:00.000,"341/17",(<)0.890
2019-03-20 09:20:00.000,"341/17","1.0"
2019-11-14 09:35:00.000,"341/17",(<)0.890
2020-03-10 09:00:00.000,"341/17","1.0"
2020-10-19 08:50:00.000,"341/17",(<)0.890
2021-03-09 09:25:00.000,"341/17","1.1"
2021-11-03 09:35:00.000,"341/17","1.2"
2022-04-11 09:45:00.000,"341/17","1.4"
2022-10-19 09:15:00.000,"341/17","1.0"
2023-03-07 09:40:00.000,"341/17","1.2"
2002-11-06 00:00:00.000,"341/251","0.84"
2003-04-08 00:00:00.000,"341/251","0.84"
2004-03-10 00:00:00.000,"341/251","0.66"
2004-10-19 00:00:00.000,"341/251","0.664"
2005-04-11 00:00:00.000,"341/251","0.66"
2005-09-12 00:00:00.000,"341/251","0.66"
2006-03-13 00:00:00.000,"341/251","0.62"
2006-09-11 00:00:00.000,"341/251","0.66"
2007-03-26 00:00:00.000,"341/251","0.84"
2007-09-19 00:00:00.000,"341/251","0.84"
2008-03-06 00:00:00.000,"341/251","1.4"
2008-09-25 00:00:00.000,"341/251","0.84"
2010-06-25 10:45:00.000,"341/251","13.0"
2002-11-05 00:00:00.000,"341/252","21.57"
2003-04-08 00:00:00.000,"341/252","51.38"
2003-10-07 00:00:00.000,"341/252","21.0"
2004-03-08 00:00:00.000,"341/252","46.0"
2004-10-18 00:00:00.000,"341/252","35.0"
2005-04-06 00:00:00.000,"341/252","26.09"
2006-05-09 00:00:00.000,"341/252","21.0"
2006-09-11 00:00:00.000,"341/252","22.0"
2006-09-12 00:00:00.000,"341/252","22.0"
2007-05-08 00:00:00.000,"341/252","32.0"
2007-09-18 00:00:00.000,"341/252","18.0"
2008-03-10 00:00:00.000,"341/252","21.22"
2008-09-29 00:00:00.000,"341/252","18.56"
2009-05-11 00:00:00.000,"341/252","26.58"
2009-10-19 00:00:00.000,"341/252","28.352"
2011-03-31 11:36:00.000,"341/252","22.0"
2002-11-26 00:00:00.000,"341/253","221.77"
2003-05-26 00:00:00.000,"341/253","141.05"
2003-10-07 00:00:00.000,"341/253","159.0"
2004-03-08 00:00:00.000,"341/253","168.3"
2004-10-18 00:00:00.000,"341/253","145.0"
2005-09-07 00:00:00.000,"341/253","115.14"
2006-05-15 00:00:00.000,"341/253","124.0"
2006-09-06 00:00:00.000,"341/253","130.0"
2008-03-26 00:00:00.000,"341/253","115.14"
2008-10-06 00:00:00.000,"341/253","128.43"
2009-06-03 00:00:00.000,"341/253","106.32"
2009-10-28 00:00:00.000,"341/253","115.18"
2011-03-23 13:00:00.000,"341/253","120.0"
2013-11-29 12:28:00.000,"341/253","120.0"
2014-04-22 11:55:00.000,"341/253","100.0"
2014-10-28 08:30:00.000,"341/253","65.0"
2015-04-20 12:45:00.000,"341/253","110.0"
2015-11-16 08:40:00.000,"341/253","120.0"
2016-04-26 08:15:00.000,"341/253","110.0"
2016-10-24 10:20:00.000,"341/253","110.0"
2017-03-21 11:25:00.000,"341/253","120.0"
2017-10-25 10:10:00.000,"341/253","67.0"
2018-04-16 08:25:00.000,"341/253","130.0"
2018-10-17 09:30:00.000,"341/253","140.0"
2019-03-20 08:55:00.000,"341/253","140.0"
2019-11-14 09:55:00.000,"341/253","110.0"
2020-03-10 09:40:00.000,"341/253","150.0"
2020-10-19 09:30:00.000,"341/253","150.0"
2021-03-09 00:45:00.000,"341/253","140.0"
2022-10-19 08:55:00.000,"341/253","100.0"
2023-03-07 09:15:00.000,"341/253","100.0"
2023-10-16 09:00:00.000,"341/253","130.0"
2002-11-05 00:00:00.000,"341/254","0.84"
2003-10-07 00:00:00.000,"341/254","0.66"
2005-04-06 00:00:00.000,"341/254","26.0"
2005-09-07 00:00:00.000,"341/254","0.66"
2006-03-08 00:00:00.000,"341/254","11.0"
2007-09-18 00:00:00.000,"341/254","0.84"
2008-09-29 00:00:00.000,"341/254","0.84"
2009-06-03 00:00:00.000,"341/254",(e<)0.886
2009-10-28 00:00:00.000,"341/254",(e<)0.886
2010-06-24 10:50:00.000,"341/254","3.0"
2011-03-23 10:00:00.000,"341/254",(<)2.000
2012-12-10 09:50:00.000,"341/254",(<)0.890
2013-04-17 09:15:00.000,"341/254",(<)0.890
2013-11-29 12:59:00.000,"341/254","3.0"
2014-04-22 11:20:00.000,"341/254",(<)0.890
2014-10-28 10:40:00.000,"341/254",(<)0.890
2015-04-20 11:20:00.000,"341/254",(<)0.890
2015-11-16 10:15:00.000,"341/254",(<)0.890
2016-04-26 09:15:00.000,"341/254",(<)0.890
2016-10-24 10:05:00.000,"341/254",(<)0.890
2017-03-21 11:40:00.000,"341/254",(<)0.890
2017-10-25 09:50:00.000,"341/254",(<)0.890
2002-11-05 00:00:00.000,"341/255","44.96"
2003-05-26 00:00:00.000,"341/255","55.43"
2003-10-07 00:00:00.000,"341/255","34.0"
2004-10-18 00:00:00.000,"341/255","35.0"
2006-09-06 00:00:00.000,"341/255","33.0"
2007-03-14 00:00:00.000,"341/269","3.6"
2010-06-24 11:55:00.000,"341/269","320.0"
2002-10-23 00:00:00.000,"342/113","95.13"
2003-05-26 00:00:00.000,"342/113","121.6"
2003-10-13 00:00:00.000,"342/113","157.0"
2004-03-15 00:00:00.000,"342/113","89.0"
2004-10-20 00:00:00.000,"342/113","110.706"
2005-04-12 00:00:00.000,"342/113","110.0"
2005-09-13 00:00:00.000,"342/113","88.0"
2006-05-09 00:00:00.000,"342/113","92.0"
2006-09-12 00:00:00.000,"342/113","120.0"
2007-09-27 00:00:00.000,"342/113","88.56"
2008-03-11 00:00:00.000,"342/113","124.0"
2008-09-30 00:00:00.000,"342/113","84.13"
2009-05-20 00:00:00.000,"342/113","110.75"
2009-10-28 00:00:00.000,"342/113","106.32"
2010-06-24 12:30:00.000,"342/113","120.0"
2012-11-29 11:05:00.000,"342/113","110.0"
2013-03-21 10:20:00.000,"342/113","52.0"
2013-11-29 13:18:00.000,"342/113","100.0"
2014-04-08 10:00:00.000,"342/113","22.0"
2014-10-16 10:45:00.000,"342/113","53.0"
2015-04-06 12:50:00.000,"342/113","100.0"
2015-10-26 10:35:00.000,"342/113","94.0"
2016-04-05 10:05:00.000,"342/113","74.0"
2016-10-17 10:10:00.000,"342/113","110.0"
2017-03-13 09:40:00.000,"342/113","88.0"
2017-10-16 09:10:00.000,"342/113","72.0"
2018-04-26 09:55:00.000,"342/113","55.0"
2018-10-02 10:05:00.000,"342/113","74.0"
2019-03-27 10:20:00.000,"342/113","62.0"
2020-04-27 10:00:00.000,"342/113","18.0"
2020-10-06 10:35:00.000,"342/113","130.0"
2021-03-31 09:50:00.000,"342/113","210.0"
2021-10-06 10:40:00.000,"342/113","71.0"
2022-04-04 10:25:00.000,"342/113","55.0"
2022-10-10 10:20:00.000,"342/113","46.0"
2023-04-10 00:00:00.000,"342/113","37.0"
2023-09-25 10:20:00.000,"342/113","130.0"
2002-10-28 00:00:00.000,"342/114","100.87"
2003-05-26 00:00:00.000,"342/114","111.59"
2005-04-12 00:00:00.000,"342/114","110.0"
2006-05-09 00:00:00.000,"342/114","110.0"
2006-09-12 00:00:00.000,"342/114","130.0"
2008-09-30 00:00:00.000,"342/114","110.0"
2009-05-20 00:00:00.000,"342/114","130.0"
2009-10-28 00:00:00.000,"342/114","87.0"
2010-06-24 12:45:00.000,"342/114","87.0"
2011-03-23 11:40:00.000,"342/114","140.0"
2013-11-29 11:02:00.000,"342/114","130.0"
2014-04-08 10:50:00.000,"342/114","120.0"
2014-10-16 11:00:00.000,"342/114","9.2"
2015-04-06 13:10:00.000,"342/114","110.0"
2015-10-26 10:50:00.000,"342/114","160.0"
2016-04-05 10:20:00.000,"342/114","35.0"
2016-10-17 10:30:00.000,"342/114","150.0"
2017-03-13 10:00:00.000,"342/114","38.0"
2018-04-26 10:10:00.000,"342/114","120.0"
2018-10-02 10:25:00.000,"342/114","200.0"
2019-03-27 10:40:00.000,"342/114","160.0"
2020-04-27 10:15:00.000,"342/114","200.0"
2020-10-06 10:50:00.000,"342/114","200.0"
2021-03-31 10:10:00.000,"342/114","190.0"
2021-10-06 11:00:00.000,"342/114","190.0"
2022-04-04 10:45:00.000,"342/114","26.0"
2022-10-10 10:45:00.000,"342/114","180.0"
2023-04-10 00:00:00.000,"342/114","180.0"
2023-09-25 10:40:00.000,"342/114","230.0"
2002-11-06 00:00:00.000,"342/115","113.68"
2003-05-26 00:00:00.000,"342/115","126.08"
2003-10-13 00:00:00.000,"342/115","112.0"
2004-03-15 00:00:00.000,"342/115","114.0"
2004-10-20 00:00:00.000,"342/115","104.0"
2005-04-12 00:00:00.000,"342/115","106.28"
2005-09-13 00:00:00.000,"342/115","48.69"
2006-03-14 00:00:00.000,"342/115","120.0"
2006-09-12 00:00:00.000,"342/115","81.0"
2007-03-22 00:00:00.000,"342/115","97.42"
2007-09-27 00:00:00.000,"342/115","70.84"
2008-03-11 00:00:00.000,"342/115","110.0"
2008-09-30 00:00:00.000,"342/115","66.41"
2009-06-03 00:00:00.000,"342/115","70.88"
2009-10-28 00:00:00.000,"342/115","60.0"
2010-06-24 11:30:00.000,"342/115","80.0"
2011-03-23 10:30:00.000,"342/115","88.0"
2012-12-10 09:35:00.000,"342/115","100.0"
2013-04-17 09:30:00.000,"342/115","88.0"
2013-11-29 11:49:00.000,"342/115","68.0"
2014-04-22 11:00:00.000,"342/115","97.0"
2014-10-28 10:15:00.000,"342/115","48.0"
2015-04-20 11:00:00.000,"342/115","120.0"
2015-11-16 09:55:00.000,"342/115","93.0"
2016-10-24 09:40:00.000,"342/115","75.0"
2017-03-21 12:00:00.000,"342/115","98.0"
2017-10-25 09:40:00.000,"342/115","43.0"
2018-04-16 09:35:00.000,"342/115","98.0"
2018-10-17 10:10:00.000,"342/115","120.0"
2019-03-20 10:20:00.000,"342/115","93.0"
2019-11-14 10:20:00.000,"342/115","86.0"
2020-03-10 09:40:00.000,"342/115","92.0"
2020-10-19 10:00:00.000,"342/115","97.0"
2021-03-09 10:15:00.000,"342/115","98.0"
2021-11-03 10:15:00.000,"342/115","82.0"
2022-04-11 10:20:00.000,"342/115","99.0"
2022-10-19 10:00:00.000,"342/115","110.0"
2023-03-07 10:10:00.000,"342/115","82.0"
2023-10-16 09:50:00.000,"342/115","100.0"
2002-11-11 00:00:00.000,"353/22","93.83"
2003-04-07 00:00:00.000,"353/22","99.14"
2003-10-06 00:00:00.000,"353/22","76.0"
2004-10-19 00:00:00.000,"353/22","79.696"
2005-04-04 00:00:00.000,"353/22","88.56"
2005-09-05 00:00:00.000,"353/22","92.99"
2006-03-06 00:00:00.000,"353/22","64.0"
2006-09-04 00:00:00.000,"353/22","97.42"
2007-05-07 00:00:00.000,"353/22","101.85"
2007-09-17 00:00:00.000,"353/22","97.42"
2008-03-06 00:00:00.000,"353/22","97.42"
2008-09-25 00:00:00.000,"353/22","106.28"
2009-03-23 00:00:00.000,"353/22","58.0"
2009-10-29 00:00:00.000,"353/22","79.74"
2010-07-14 15:15:00.000,"353/22","99.0"
2011-02-14 12:45:00.000,"353/22","96.0"
2012-11-12 10:55:00.000,"353/22","87.0"
2013-03-11 00:00:00.000,"353/22","80.0"
2014-03-10 12:20:00.000,"353/22","80.0"
2014-10-08 11:05:00.000,"353/22","63.0"
2015-03-03 11:00:00.000,"353/22","83.0"
2015-10-07 10:40:00.000,"353/22","99.0"
2016-03-01 11:10:00.000,"353/22","110.0"
2016-10-10 10:50:00.000,"353/22","99.0"
2017-04-18 10:50:00.000,"353/22","100.0"
2017-10-23 11:20:00.000,"353/22","95.0"
2018-04-17 10:15:00.000,"353/22","110.0"
2018-10-03 11:05:00.000,"353/22","100.0"
2019-03-11 11:30:00.000,"353/22","100.0"
2019-11-13 11:00:00.000,"353/22","100.0"
2020-03-03 11:15:00.000,"353/22","100.0"
2000-03-27 00:00:00.000,"353/353","4.51"
2000-10-16 00:00:00.000,"353/353","13.43"
2002-11-18 00:00:00.000,"353/362","0.8"
2003-04-07 00:00:00.000,"353/362","0.84"
2003-10-06 00:00:00.000,"353/362","6.3"
