"data","codigo","nivel_piezometrico","profundidade_nivel_agua","coord_x_m","coord_y_m","altitude_m","sistema_aquifero","estado","freguesia"
1984-01-01,"418/15","8.07","0.93",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1984-02-01,"418/15","7.59","1.41",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1984-03-01,"418/15","7.88","1.12",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1984-04-01,"418/15","7.83","1.17",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1984-05-01,"418/15","7.68","1.32",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1984-06-01,"418/15","7.61","1.39",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1984-07-01,"418/15","7.4","1.6",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1984-10-01,"418/15","7.06","1.94",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1984-11-01,"418/15","7.64","1.36",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1984-12-01,"418/15","7.54","1.46",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1985-02-01,"418/15","8.04","0.96",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1985-03-01,"418/15","8.19","0.81",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1985-04-01,"418/15","8.08","0.92",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1985-05-01,"418/15","8.05","0.95",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1985-07-01,"418/15","7.61","1.39",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1985-09-01,"418/15","7.23","1.77",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1985-10-01,"418/15","7.19","1.81",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1985-11-01,"418/15","7.3","1.7",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-01-01,"418/15","7.75","1.25",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-02-01,"418/15","8.07","0.93",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-03-01,"418/15","7.9","1.1",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-04-01,"418/15","7.83","1.17",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-05-01,"418/15","7.71","1.29",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-06-01,"418/15","7.56","1.44",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-07-01,"418/15","7.47","1.53",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-09-01,"418/15","7.27","1.73",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-10-01,"418/15","7.24","1.76",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-11-01,"418/15","7.16","1.84",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1986-12-01,"418/15","7.53","1.47",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1987-01-01,"418/15","7.57","1.43",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1987-03-01,"418/15","8.16","0.84",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1987-05-01,"418/15","7.86","1.14",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1987-06-01,"418/15","7.69","1.31",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1987-07-01,"418/15","7.58","1.42",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1987-08-01,"418/15","7.39","1.61",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1987-09-01,"418/15","7.37","1.63",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1987-10-01,"418/15","7.24","1.76",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1987-12-01,"418/15","7.79","1.21",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-01-01,"418/15","8.11","0.89",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-02-01,"418/15","8.13","0.87",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-03-01,"418/15","8.07","0.93",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-05-01,"418/15","7.91","1.09",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-06-01,"418/15","7.91","1.09",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-07-01,"418/15","7.93","1.07",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-08-01,"418/15","7.7","1.3",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-09-01,"418/15","7.54","1.46",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-10-01,"418/15","7.59","1.41",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1988-11-01,"418/15","7.8","1.2",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-01-01,"418/15","7.73","1.27",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-02-01,"418/15","7.46","1.54",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-03-01,"418/15","7.8","1.2",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-04-01,"418/15","7.88","1.12",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-05-01,"418/15","7.93","1.07",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-06-01,"418/15","7.79","1.21",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-07-01,"418/15","7.64","1.36",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-08-01,"418/15","7.45","1.55",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-10-01,"418/15","7.37","1.63",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-11-01,"418/15","7.45","1.55",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1989-12-01,"418/15","8.29","0.71",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-01-01,"418/15","8.25","0.75",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-02-01,"418/15","8.24","0.76",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-03-01,"418/15","7.95","1.05",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-04-01,"418/15","7.86","1.14",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-05-01,"418/15","7.81","1.19",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-06-01,"418/15","7.63","1.37",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-08-01,"418/15","7.3","1.7",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-09-01,"418/15","7.15","1.85",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-10-01,"418/15","7.45","1.55",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1990-11-01,"418/15","7.69","1.31",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-01-01,"418/15","7.82","1.18",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-02-01,"418/15","7.98","1.02",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-03-01,"418/15","8.17","0.83",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-04-01,"418/15","8.03","0.97",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-05-01,"418/15","7.88","1.12",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-06-01,"418/15","7.77","1.23",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-07-01,"418/15","7.6","1.4",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-09-01,"418/15","7.41","1.59",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-10-01,"418/15","7.38","1.62",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1991-12-01,"418/15","7.58","1.42",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1992-01-01,"418/15","7.65","1.35",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1992-02-01,"418/15","7.64","1.36",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1992-03-01,"418/15","7.6","1.4",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1992-04-01,"418/15","7.47","1.53",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1992-05-01,"418/15","7.35","1.65",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1992-07-01,"418/15","7.11","1.89",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1992-09-01,"418/15","7.1","1.9",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1993-01-01,"418/15","7.31","1.69",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1993-02-01,"418/15","7.37","1.63",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1993-08-01,"418/15","7.13","1.87",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1993-09-01,"418/15","7.02","1.98",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1993-10-01,"418/15","7.14","1.86",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1993-11-01,"418/15","7.94","1.06",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1994-03-01,"418/15","7.95","1.05",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
1999-12-01,"418/15","7.46","1.54",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-01-01,"418/15","7.51","1.49",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-02-01,"418/15","7.62","1.38",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-03-01,"418/15","7.5","1.5",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-04-01,"418/15","7.61","1.39",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-05-01,"418/15","7.74","1.26",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-06-01,"418/15","7.5","1.5",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-07-01,"418/15","7.34","1.66",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-08-01,"418/15","7.15","1.85",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-09-01,"418/15","7.1","1.9",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-10-01,"418/15","6.96","2.04",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-11-01,"418/15","6.99","2.01",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2000-12-01,"418/15","7.64","1.36",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2001-02-05,"418/15","8.27","0.73",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2001-03-15,"418/15","8.26","0.74",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2001-05-07,"418/15","7.96","1.04",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2002-04-19,"418/15","8.0","1.0",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2002-05-29,"418/15","7.83","1.17",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2002-06-18,"418/15","7.78","1.22",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2002-07-12,"418/15","7.84","1.16",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2003-05-25,"418/15","8.22","0.78",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2003-06-23,"418/15","9.17",-0.17,132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2003-07-25,"418/15","9.01",-0.01,132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2003-08-19,"418/15","7.88","1.12",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2003-09-23,"418/15","7.86","1.14",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2003-10-26,"418/15","8.35","0.65",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2003-11-24,"418/15","8.4","0.6",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2004-01-02,"418/15","8.41","0.59",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2004-09-09,"418/15","7.7","1.3",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2005-01-14,"418/15","6.25","2.75",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2005-04-21,"418/15","7.51","1.49",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2005-05-19,"418/15","7.49","1.51",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2005-06-23,"418/15","7.39","1.61",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2005-07-22,"418/15","7.42","1.58",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2005-08-18,"418/15","7.5","1.5",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2005-09-22,"418/15","7.63","1.37",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-01-19,"418/15","8.28","0.72",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-02-13,"418/15","7.58","1.42",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-03-14,"418/15","8.4","0.6",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-04-20,"418/15","8.35","0.65",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-05-18,"418/15","8.19","0.81",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-06-20,"418/15","8.28","0.72",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-07-25,"418/15","7.97","1.03",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-08-30,"418/15","7.55","1.45",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-09-28,"418/15","7.92","1.08",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-10-23,"418/15","8.23","0.77",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-11-23,"418/15","8.61","0.39",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2006-12-21,"418/15","8.62","0.38",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-01-18,"418/15","8.53","0.47",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-02-23,"418/15","8.65","0.35",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-03-22,"418/15","8.4","0.6",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-04-26,"418/15","8.25","0.75",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-05-24,"418/15","8.07","0.93",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-06-27,"418/15","7.95","1.05",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-07-27,"418/15","7.78","1.22",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-08-30,"418/15","7.68","1.32",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-09-20,"418/15","7.7","1.3",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-10-26,"418/15","7.58","1.42",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-11-22,"418/15","7.62","1.38",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2007-12-20,"418/15","7.83","1.17",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-01-24,"418/15","7.94","1.06",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-02-21,"418/15","8.3","0.7",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-03-26,"418/15","8.09","0.91",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-04-24,"418/15","8.21","0.79",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-05-21,"418/15","7.99","1.01",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-06-19,"418/15","7.82","1.18",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-07-24,"418/15","7.59","1.41",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-08-21,"418/15","7.41","1.59",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-09-25,"418/15","7.3","1.7",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-10-23,"418/15","7.29","1.71",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-11-19,"418/15","7.49","1.51",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2008-12-19,"418/15","7.54","1.46",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-01-28,"418/15","8.15","0.85",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-02-26,"418/15","8.38","0.62",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-03-26,"418/15","8.23","0.77",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-04-23,"418/15","8.17","0.83",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-05-22,"418/15","8.0","1.0",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-06-24,"418/15","7.81","1.19",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-07-23,"418/15","7.71","1.29",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-08-21,"418/15","7.53","1.47",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-09-24,"418/15","7.46","1.54",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-10-30,"418/15","7.55","1.45",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-11-19,"418/15","7.61","1.39",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2009-12-22,"418/15","8.32","0.68",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-01-26,"418/15","8.61","0.39",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-02-18,"418/15","8.69","0.31",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-03-22,"418/15","8.67","0.33",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-04-23,"418/15","8.69","0.31",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-05-24,"418/15","8.45","0.55",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-06-24,"418/15","8.29","0.71",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-07-26,"418/15","8.15","0.85",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-08-19,"418/15","8.03","0.97",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-09-24,"418/15","7.97","1.03",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-10-18,"418/15","8.25","0.75",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-11-11,"418/15","8.69","0.31",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2010-12-16,"418/15","8.66","0.34",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-01-17,"418/15","8.69","0.31",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-02-07,"418/15","8.68","0.32",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-03-07,"418/15","8.68","0.32",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-04-11,"418/15","8.4","0.6",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-05-05,"418/15","8.59","0.41",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-06-09,"418/15","8.44","0.56",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-07-07,"418/15","8.21","0.79",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-08-04,"418/15","8.13","0.87",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-09-12,"418/15","8.1","0.9",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-10-04,"418/15","8.0","1.0",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-11-14,"418/15","8.7","0.3",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2011-12-07,"418/15","8.45","0.55",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2012-01-05,"418/15","8.41","0.59",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2012-02-02,"418/15","8.34","0.66",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
2012-03-05,"418/15","8.2","0.8",132260,207520,9,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA
