site_id,site_label,y_m,x_m,n_obs,first_date,last_date,mean_nitrate,p95_nitrate,freq_label,missing_count,missing_first_5
268440.0_166540.0,341/255 | 268440.0_166540.0,268440.0,166540.0,5,2002-11-05 00:00:00+00:00,2006-09-06 00:00:00+00:00,40.478,53.33600006103516,irregular,0,
268700.0_171250.0,342/113 | 268700.0_171250.0,268700.0,171250.0,37,2002-10-23 00:00:00+00:00,2023-09-25 10:20:00+00:00,91.35665,135.3999999999999,irregular,0,
268980.0_168360.0,342/114 | 268980.0_168360.0,268980.0,168360.0,29,2002-10-28 00:00:00+00:00,2023-09-25 10:40:00+00:00,129.1262,200.0,irregular,0,
269032.0_166921.0,341/269 | 269032.0_166921.0,269032.0,166921.0,2,2007-03-14 00:00:00+00:00,2010-06-24 11:55:00+00:00,161.8,304.1800003051758,irregular,0,
270663.0_167873.0,329/341 | 270663.0_167873.0,270663.0,167873.0,25,2007-03-22 00:00:00+00:00,2023-09-25 09:35:00+00:00,45.5172,72.8,irregular,0,
270680.0_174290.0,330/186 | 270680.0_174290.0,270680.0,174290.0,15,2000-04-17 00:00:00+00:00,2008-03-31 00:00:00+00:00,32.374,46.20199966430663,irregular,0,
270792.0_174332.0,330/22 | 270792.0_174332.0,270792.0,174332.0,2,2010-06-25 12:30:00+00:00,2014-05-15 00:00:00+00:00,14.0,14.0,irregular,0,
271040.0_166700.0,329/6 | 271040.0_166700.0,271040.0,166700.0,5,2003-05-26 00:00:00+00:00,2005-09-13 00:00:00+00:00,8.497999,13.068000030517577,irregular,0,
271230.0_167360.0,329/150 | 271230.0_167360.0,271230.0,167360.0,10,2000-04-12 00:00:00+00:00,2005-04-18 00:00:00+00:00,5.8543997,8.917299962043758,irregular,0,
271260.0_167430.0,329/10 | 271260.0_167430.0,271260.0,167430.0,16,2000-04-12 00:00:00+00:00,2008-10-01 00:00:00+00:00,15.647687,20.47749948501587,irregular,0,
271440.0_171120.0,330/235 | 271440.0_171120.0,271440.0,171120.0,17,2002-11-26 00:00:00+00:00,2011-03-23 09:00:00+00:00,131.51411,168.44000244140625,irregular,0,
271850.0_174000.0,330/230 | 271850.0_174000.0,271850.0,174000.0,15,2002-10-23 00:00:00+00:00,2010-06-25 14:30:00+00:00,22.491201,47.947999954223576,irregular,0,
273470.0_170250.0,330/233 | 273470.0_170250.0,273470.0,170250.0,39,2002-10-28 00:00:00+00:00,2023-09-25 09:00:00+00:00,96.84564,124.0,irregular,0,
274000.0_174380.0,330/232 | 274000.0_174380.0,274000.0,174380.0,9,2002-10-28 00:00:00+00:00,2007-05-09 00:00:00+00:00,127.50066,173.16000366210938,irregular,0,
274050.0_169030.0,330/234 | 274050.0_169030.0,274050.0,169030.0,35,2002-10-23 00:00:00+00:00,2023-09-25 08:40:00+00:00,17.142344,49.999999999999915,irregular,0,
275180.0_175050.0,330/231 | 275180.0_175050.0,275180.0,175050.0,30,2002-11-06 00:00:00+00:00,2023-09-20 11:40:00+00:00,31.608934,42.36999931335449,irregular,0,
275630.0_176820.0,330/187 | 275630.0_176820.0,275630.0,176820.0,23,2000-04-17 00:00:00+00:00,2014-09-29 11:00:00+00:00,4.673913,8.894000339508054,irregular,0,
276740.0_187630.0,331/129 | 276740.0_187630.0,276740.0,187630.0,25,2002-11-04 00:00:00+00:00,2020-09-23 09:20:00+00:00,35.93396,54.8,irregular,0,
277700.0_188860.0,331/130 | 277700.0_188860.0,277700.0,188860.0,38,2002-11-04 00:00:00+00:00,2023-09-26 09:20:00+00:00,19.084394,40.0,irregular,0,
277700.0_189600.0,331/131 | 277700.0_189600.0,277700.0,189600.0,16,2002-11-04 00:00:00+00:00,2014-10-14 09:50:00+00:00,46.133873,88.25,irregular,0,
278970.0_188570.0,331/1 | 278970.0_188570.0,278970.0,188570.0,12,2002-11-19 00:00:00+00:00,2008-03-24 00:00:00+00:00,36.5675,40.28349990844727,irregular,0,
