id,data,codigo,condutividade,condcamp20c,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,created_at
1571,2008-04-14 00:00:00+00,391/266,,360.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1572,2009-04-27 00:00:00+00,391/266,,380.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1573,2009-09-23 00:00:00+00,391/266,,350.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1574,2000-03-13 00:00:00+00,391/280,,508.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1575,2000-10-02 00:00:00+00,391/280,,489.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1576,2001-03-05 00:00:00+00,391/280,,494.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1577,2001-10-22 09:44:00+00,391/280,,478.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1578,2002-03-04 00:00:00+00,391/280,,464.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1579,2002-10-28 00:00:00+00,391/280,,501.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1580,2003-03-10 00:00:00+00,391/280,,529.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1581,2004-03-01 00:00:00+00,391/280,,458.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1582,2004-10-06 00:00:00+00,391/280,,687.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1583,2006-10-11 00:00:00+00,391/280,,711.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1584,2007-03-28 00:00:00+00,391/280,,560.00,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:16.360211+00
1585,2012-05-31 00:00:00+00,391/312,240.00,,151239.00,224433.00,41,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1586,2013-02-20 00:00:00+00,391/312,265.00,,151239.00,224433.00,41,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1587,2014-06-05 00:00:00+00,391/477,780.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1588,2017-06-01 00:00:00+00,391/477,850.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1589,2017-10-26 00:00:00+00,391/477,792.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1590,2018-06-21 00:00:00+00,391/477,811.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1591,2018-11-08 00:00:00+00,391/477,799.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1592,2019-05-23 00:00:00+00,391/477,838.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1593,2019-09-17 00:00:00+00,391/477,797.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1594,2020-06-04 00:00:00+00,391/477,775.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1595,2020-10-08 00:00:00+00,391/477,767.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1596,2021-05-04 00:00:00+00,391/477,773.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1597,2021-10-06 00:00:00+00,391/477,778.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1598,2022-10-18 00:00:00+00,391/477,790.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1599,2023-05-09 00:00:00+00,391/477,796.00,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:16:16.360211+00
1600,2013-02-26 00:00:00+00,392/106,179.00,,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:16:16.360211+00
1601,2014-06-24 00:00:00+00,392/106,188.00,,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:16:16.360211+00
1602,2014-10-21 00:00:00+00,392/106,201.00,,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:16:16.360211+00
1603,2015-07-01 00:00:00+00,392/106,229.00,,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:16:16.360211+00
1604,2016-06-02 00:00:00+00,392/106,205.00,,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:16:16.360211+00
1605,2016-09-20 00:00:00+00,392/106,220.00,,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:16:16.360211+00
1672,2000-04-10 00:00:00+00,404/73,,640.00,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1673,2000-10-23 00:00:00+00,404/73,,760.00,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1674,2001-03-26 00:00:00+00,404/73,,784.00,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1675,2001-09-18 10:15:00+00,404/73,,785.00,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1676,2002-03-04 00:00:00+00,404/73,,775.00,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1677,2016-02-24 00:00:00+00,404/73,1082.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1678,2016-08-24 00:00:00+00,404/73,1063.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1679,2017-04-26 00:00:00+00,404/73,814.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1680,2017-10-25 00:00:00+00,404/73,1082.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1681,2018-04-12 00:00:00+00,404/73,960.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1682,2018-10-24 00:00:00+00,404/73,1076.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1683,2019-02-27 00:00:00+00,404/73,1076.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1684,2019-04-24 00:00:00+00,404/73,1082.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1685,2019-10-16 00:00:00+00,404/73,1067.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1686,2020-06-17 00:00:00+00,404/73,790.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1687,2020-09-16 00:00:00+00,404/73,1012.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1688,2022-10-26 00:00:00+00,404/73,1089.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1689,2023-04-26 00:00:00+00,404/73,1066.00,,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1690,2013-02-21 00:00:00+00,405/166,283.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1691,2014-05-22 00:00:00+00,405/166,306.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1692,2016-12-22 00:00:00+00,405/166,305.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1693,2017-06-01 00:00:00+00,405/166,330.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1694,2017-10-26 00:00:00+00,405/166,312.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1695,2018-06-27 00:00:00+00,405/166,312.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1696,2018-10-18 00:00:00+00,405/166,318.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1697,2019-05-21 00:00:00+00,405/166,324.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1698,2019-10-15 00:00:00+00,405/166,420.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1699,2020-07-16 00:00:00+00,405/166,452.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1700,2020-11-12 00:00:00+00,405/166,321.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1701,2021-04-06 00:00:00+00,405/166,315.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1702,2021-09-07 00:00:00+00,405/166,351.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1703,2022-04-19 00:00:00+00,405/166,332.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1704,2022-09-20 00:00:00+00,405/166,331.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1705,2023-05-23 00:00:00+00,405/166,329.00,,147609.00,210931.00,21,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1706,2000-03-13 00:00:00+00,405/86,,282.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1707,2000-10-02 00:00:00+00,405/86,,220.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1708,2001-03-05 00:00:00+00,405/86,,205.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1709,2001-10-22 12:14:00+00,405/86,,285.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1710,2002-03-04 00:00:00+00,405/86,,220.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1711,2002-10-28 00:00:00+00,405/86,,241.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1712,2003-03-10 00:00:00+00,405/86,,313.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1713,2004-03-01 00:00:00+00,405/86,,222.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1714,2004-10-06 00:00:00+00,405/86,,270.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1715,2006-03-20 00:00:00+00,405/86,,245.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1716,2006-10-11 00:00:00+00,405/86,,242.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1717,2007-03-28 00:00:00+00,405/86,,250.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1718,2008-04-03 00:00:00+00,405/86,,250.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1719,2008-10-20 00:00:00+00,405/86,,260.00,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1720,2012-11-26 10:20:00+00,405/86,270.00,,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1721,2014-05-22 00:00:00+00,405/86,259.00,,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1722,2015-06-04 00:00:00+00,405/86,312.00,,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1723,2016-06-21 00:00:00+00,405/86,277.00,,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1724,2016-09-29 00:00:00+00,405/86,290.00,,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1725,2017-06-01 00:00:00+00,405/86,274.00,,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1726,2017-10-26 00:00:00+00,405/86,299.00,,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1727,2018-06-27 00:00:00+00,405/86,261.00,,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1728,2018-10-18 00:00:00+00,405/86,281.00,,147250.00,210230.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:16.360211+00
1774,2006-03-29 00:00:00+00,420/105,,234.00,154278.70,204500.40,30,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:16.360211+00
1775,2007-03-13 00:00:00+00,420/105,,230.00,154278.70,204500.40,30,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:16.360211+00
1776,2007-10-22 00:00:00+00,420/105,,230.00,154278.70,204500.40,30,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:16.360211+00
1777,2008-03-31 00:00:00+00,420/105,,230.00,154278.70,204500.40,30,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:16.360211+00
1821,2000-03-08 00:00:00+00,432/549,,406.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1822,2000-09-25 00:00:00+00,432/549,,353.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1823,2001-02-19 00:00:00+00,432/549,,274.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1824,2001-09-19 15:00:00+00,432/549,,350.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1825,2002-02-25 14:30:00+00,432/549,,355.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1826,2002-09-18 00:00:00+00,432/549,,306.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1827,2003-03-24 00:00:00+00,432/549,,185.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1828,2003-09-23 00:00:00+00,432/549,,399.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1829,2004-02-17 00:00:00+00,432/549,,310.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1830,2004-09-22 00:00:00+00,432/549,,321.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1831,2006-03-20 00:00:00+00,432/549,,372.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1832,2006-11-08 00:00:00+00,432/549,,372.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1833,2007-03-01 00:00:00+00,432/549,,370.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1834,2007-09-27 00:00:00+00,432/549,,380.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1835,2008-03-03 00:00:00+00,432/549,,370.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1836,2008-09-22 00:00:00+00,432/549,,400.00,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1837,2017-09-27 00:00:00+00,432/549,350.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1838,2019-05-22 00:00:00+00,432/549,360.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1839,2019-09-25 00:00:00+00,432/549,350.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1840,2020-06-23 00:00:00+00,432/549,540.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1841,2020-09-30 00:00:00+00,432/549,490.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1842,2021-06-23 00:00:00+00,432/549,466.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1843,2021-09-29 00:00:00+00,432/549,391.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1844,2022-05-25 00:00:00+00,432/549,365.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1845,2022-08-31 00:00:00+00,432/549,397.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1846,2023-05-24 00:00:00+00,432/549,428.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1847,2023-08-30 00:00:00+00,432/549,405.00,,130280.00,197120.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:16.360211+00
1848,2000-03-08 00:00:00+00,432/724,,318.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.360211+00
1849,2000-09-25 00:00:00+00,432/724,,350.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.360211+00
1850,2001-02-19 00:00:00+00,432/724,,407.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.360211+00
1851,2001-09-19 14:30:00+00,432/724,,369.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1852,2002-02-25 14:00:00+00,432/724,,380.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1853,2003-03-24 00:00:00+00,432/724,,334.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1854,2003-09-23 00:00:00+00,432/724,,334.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1855,2004-02-17 00:00:00+00,432/724,,350.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1856,2004-09-22 00:00:00+00,432/724,,315.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1857,2006-03-20 00:00:00+00,432/724,,338.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1858,2006-11-08 00:00:00+00,432/724,,367.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1859,2007-03-01 00:00:00+00,432/724,,340.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1860,2007-09-27 00:00:00+00,432/724,,350.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1861,2008-09-22 00:00:00+00,432/724,,360.00,124200.00,194930.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMOUCO,2025-07-17 14:16:16.905772+00
1862,2000-04-03 00:00:00+00,432/740,,377.00,129370.00,191470.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALTO-ESTANQUEIRO-JARDIA,2025-07-17 14:16:16.905772+00
