id,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,created_at
6339,2006-08-12 00:00:00+00,434/306,30.76,47.24,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6341,2006-08-13 00:00:00+00,434/306,30.72,47.28,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6343,2006-08-14 00:00:00+00,434/306,30.69,47.31,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6345,2006-08-15 00:00:00+00,434/306,30.71,47.29,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6347,2006-08-16 00:00:00+00,434/306,30.74,47.26,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6349,2006-08-17 00:00:00+00,434/306,30.75,47.25,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6350,2006-08-18 00:00:00+00,434/306,30.72,47.28,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6361,2006-08-19 00:00:00+00,434/306,30.7,47.30,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6363,2006-08-20 00:00:00+00,434/306,30.69,47.31,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6364,2006-08-21 00:00:00+00,434/306,30.69,47.31,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6367,2006-08-22 00:00:00+00,434/306,30.7,47.30,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6369,2006-08-23 00:00:00+00,434/306,30.71,47.29,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6371,2006-08-24 00:00:00+00,434/306,30.7,47.30,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6372,2006-08-25 00:00:00+00,443/924,3.17,55.83,127393.10,181651.80,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:16:39.659521+00
6374,2006-08-25 00:00:00+00,434/306,30.67,47.33,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6375,2006-08-26 00:00:00+00,434/306,30.66,47.34,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6378,2006-08-27 00:00:00+00,434/306,30.66,47.34,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6380,2006-08-28 00:00:00+00,432/800,6.4,4.60,135603.20,194088.80,11.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:39.659521+00
6381,2006-08-28 00:00:00+00,432/855,8.26,21.74,133281.50,190187.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,ALCOCHETE,2025-07-17 14:16:39.659521+00
6382,2006-08-28 00:00:00+00,433/297,13.3,14.70,140560.50,192932.00,28.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,POCEIRÃO,2025-07-17 14:16:39.659521+00
6383,2006-08-28 00:00:00+00,434/306,30.66,47.34,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6385,2006-08-29 00:00:00+00,434/306,30.66,47.34,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6396,2006-08-30 00:00:00+00,405/67,-2.45,16.45,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:39.659521+00
6397,2006-08-30 00:00:00+00,406/97,33.68,25.32,152450.00,212500.00,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6398,2006-08-30 00:00:00+00,406/27,35.6,24.40,153550.00,216200.00,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:39.659521+00
6399,2006-08-30 00:00:00+00,434/306,30.65,47.35,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6400,2006-08-30 00:00:00+00,405/167,1.0,23.00,147550.00,210725.00,24.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6401,2006-08-30 00:00:00+00,405/15,0.51,9.49,147100.00,210180.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6404,2006-08-31 00:00:00+00,420/105,29.05,0.95,154278.70,204500.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6405,2006-08-31 00:00:00+00,420/12,52.72,7.28,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6406,2006-08-31 00:00:00+00,420/8,12.77,31.23,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6407,2006-08-31 00:00:00+00,420/9,13.64,30.36,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6408,2006-08-31 00:00:00+00,434/280,38.13,35.87,152684.00,199241.80,74.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6409,2006-08-31 00:00:00+00,434/306,30.61,47.39,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6410,2006-08-31 00:00:00+00,444/317,17.21,26.79,146361.60,183790.20,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6411,2006-08-31 00:00:00+00,444/318,20.23,23.77,146440.00,183830.00,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6412,2006-08-31 00:00:00+00,444/85,28.1,8.90,140865.00,182086.30,37.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PALMELA,2025-07-17 14:16:39.659521+00
6413,2006-09-01 00:00:00+00,434/306,30.59,47.41,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6416,2006-09-02 00:00:00+00,434/306,30.57,47.43,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6418,2006-09-03 00:00:00+00,434/306,30.56,47.44,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6420,2006-09-04 00:00:00+00,434/306,30.58,47.42,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6421,2006-09-05 00:00:00+00,434/306,30.6,47.40,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6424,2006-09-06 00:00:00+00,434/306,30.6,47.40,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6425,2006-09-07 00:00:00+00,365/428,-26.6,46.60,158510.00,249470.00,20.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALMEIRIM,2025-07-17 14:16:39.659521+00
6427,2006-09-07 00:00:00+00,434/306,30.58,47.42,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6429,2006-09-08 00:00:00+00,434/306,30.55,47.45,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6431,2006-09-09 00:00:00+00,434/306,30.54,47.46,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6432,2006-09-10 00:00:00+00,434/306,30.49,47.51,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6435,2006-09-11 00:00:00+00,434/306,30.48,47.52,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6437,2006-09-12 00:00:00+00,434/306,30.55,47.45,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6439,2006-09-13 00:00:00+00,434/306,30.6,47.40,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6440,2006-09-14 00:00:00+00,434/306,30.58,47.42,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6443,2006-09-15 00:00:00+00,434/306,30.56,47.44,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6445,2006-09-16 00:00:00+00,434/306,30.54,47.46,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6447,2006-09-17 00:00:00+00,434/306,30.55,47.45,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6449,2006-09-18 00:00:00+00,434/306,30.58,47.42,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6450,2006-09-19 00:00:00+00,434/306,30.58,47.42,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6453,2006-09-20 00:00:00+00,434/306,30.61,47.39,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6455,2006-09-21 00:00:00+00,434/306,30.69,47.31,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6457,2006-09-22 00:00:00+00,434/306,30.68,47.32,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6459,2006-09-23 00:00:00+00,434/306,30.72,47.28,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6461,2006-09-24 00:00:00+00,434/306,30.69,47.31,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6463,2006-09-25 00:00:00+00,434/306,30.65,47.35,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6464,2006-09-26 00:00:00+00,434/306,30.65,47.35,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6479,2006-09-27 00:00:00+00,434/306,30.68,47.32,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6480,2006-09-28 00:00:00+00,434/306,30.7,47.30,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6481,2006-09-28 00:00:00+00,406/97,33.15,25.85,152450.00,212500.00,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6482,2006-09-28 00:00:00+00,406/27,36.19,23.81,153550.00,216200.00,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:39.659521+00
6484,2006-09-28 00:00:00+00,405/167,3.0,21.00,147550.00,210725.00,24.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6485,2006-09-28 00:00:00+00,405/15,7.44,2.56,147100.00,210180.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6486,2006-09-28 00:00:00+00,405/67,-2.28,16.28,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:39.659521+00
6487,2006-09-29 00:00:00+00,434/306,30.7,47.30,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6489,2006-09-30 00:00:00+00,434/306,30.72,47.28,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6492,2006-10-01 00:00:00+00,434/306,30.71,47.29,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6494,2006-10-02 00:00:00+00,434/306,30.74,47.26,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6495,2006-10-03 00:00:00+00,444/85,28.07,8.93,140865.00,182086.30,37.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PALMELA,2025-07-17 14:16:39.659521+00
6496,2006-10-03 00:00:00+00,444/317,17.28,26.72,146361.60,183790.20,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6497,2006-10-03 00:00:00+00,444/318,20.33,23.67,146440.00,183830.00,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6498,2006-10-03 00:00:00+00,434/306,30.69,47.30,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6500,2006-10-03 00:00:00+00,443/924,3.11,55.89,127393.10,181651.80,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:16:39.659521+00
6501,2006-10-04 00:00:00+00,434/280,38.79,35.21,152684.00,199241.80,74.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6502,2006-10-04 00:00:00+00,365/428,-24.69,44.69,158510.00,249470.00,20.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALMEIRIM,2025-07-17 14:16:39.659521+00
6504,2006-10-04 00:00:00+00,420/105,29.06,0.94,154278.70,204500.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6505,2006-10-04 00:00:00+00,420/12,52.64,7.36,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6506,2006-10-04 00:00:00+00,420/8,13.95,30.05,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6507,2006-10-04 00:00:00+00,420/9,15.06,28.94,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6508,2006-10-04 00:00:00+00,434/306,30.66,47.34,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6509,2006-10-05 00:00:00+00,434/306,30.65,47.35,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6512,2006-10-06 00:00:00+00,434/306,30.67,47.33,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6514,2006-10-07 00:00:00+00,434/306,30.72,47.28,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6516,2006-10-08 00:00:00+00,434/306,30.76,47.24,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6518,2006-10-09 00:00:00+00,434/306,30.76,47.24,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6519,2006-10-09 00:00:00+00,433/297,14.0,14.00,140560.50,192932.00,28.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,POCEIRÃO,2025-07-17 14:16:39.659521+00
6520,2006-10-09 00:00:00+00,432/800,6.53,4.47,135603.20,194088.80,11.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:39.659521+00
6522,2006-10-09 00:00:00+00,432/855,8.23,21.77,133281.50,190187.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,ALCOCHETE,2025-07-17 14:16:39.659521+00
6525,2006-10-10 00:00:00+00,434/306,30.77,47.23,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6530,2006-10-11 00:00:00+00,434/306,30.75,47.25,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6533,2006-10-12 00:00:00+00,434/306,30.74,47.26,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6535,2006-10-13 00:00:00+00,434/306,30.76,47.25,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6537,2006-10-14 00:00:00+00,434/306,30.78,47.22,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6539,2006-10-15 00:00:00+00,434/306,30.82,47.17,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6541,2006-10-16 00:00:00+00,434/306,30.88,47.12,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6543,2006-10-17 00:00:00+00,434/306,30.9,47.10,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6545,2006-10-18 00:00:00+00,434/306,30.94,47.06,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6548,2006-10-19 00:00:00+00,434/306,30.92,47.08,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6557,2006-10-20 00:00:00+00,434/306,30.93,47.07,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6559,2006-10-21 00:00:00+00,434/306,30.89,47.11,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6561,2006-10-22 00:00:00+00,434/306,30.93,47.07,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6562,2006-10-23 00:00:00+00,434/306,30.94,47.06,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6563,2006-10-23 00:00:00+00,406/97,32.94,26.06,152450.00,212500.00,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6564,2006-10-23 00:00:00+00,406/27,35.91,24.09,153550.00,216200.00,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:39.659521+00
6565,2006-10-23 00:00:00+00,405/15,7.54,2.46,147100.00,210180.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6566,2006-10-23 00:00:00+00,405/167,3.46,20.54,147550.00,210725.00,24.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6568,2006-10-23 00:00:00+00,405/67,-1.82,15.82,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:39.659521+00
6569,2006-10-24 00:00:00+00,434/306,30.94,47.06,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6571,2006-10-25 00:00:00+00,434/306,31.04,46.96,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6578,2006-10-26 00:00:00+00,434/306,31.0,47.00,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6580,2006-10-27 00:00:00+00,434/306,30.88,47.12,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6583,2006-10-28 00:00:00+00,434/306,30.84,47.16,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6585,2006-10-29 00:00:00+00,434/306,30.86,47.14,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6586,2006-10-30 00:00:00+00,444/85,28.03,8.97,140865.00,182086.30,37.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PALMELA,2025-07-17 14:16:39.659521+00
6587,2006-10-30 00:00:00+00,444/318,20.75,23.25,146440.00,183830.00,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6588,2006-10-30 00:00:00+00,444/317,17.99,26.01,146361.60,183790.20,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6589,2006-10-30 00:00:00+00,434/306,30.9,47.10,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6590,2006-10-30 00:00:00+00,434/280,39.12,34.88,152684.00,199241.80,74.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6591,2006-10-30 00:00:00+00,420/9,16.26,27.74,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6592,2006-10-30 00:00:00+00,420/8,15.26,28.74,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6593,2006-10-30 00:00:00+00,420/12,53.62,6.38,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6594,2006-10-30 00:00:00+00,420/105,29.09,0.91,154278.70,204500.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6597,2006-10-31 00:00:00+00,434/306,30.89,47.11,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6598,2006-10-31 00:00:00+00,443/924,6.58,52.42,127393.10,181651.80,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:16:39.659521+00
6599,2006-11-01 00:00:00+00,434/306,30.89,47.11,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6602,2006-11-02 00:00:00+00,434/306,30.92,47.08,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6604,2006-11-03 00:00:00+00,434/306,30.93,47.07,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6607,2006-11-04 00:00:00+00,434/306,30.91,47.09,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6608,2006-11-05 00:00:00+00,434/306,30.88,47.12,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6611,2006-11-06 00:00:00+00,434/306,30.88,47.12,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
