id,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,created_at
16204,2019-03-25 00:00:00+00,405/67,2.57,11.43,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16206,2019-03-25 00:00:00+00,434/306,31.08,46.92,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16207,2019-03-26 00:00:00+00,405/67,2.56,11.44,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16209,2019-03-26 00:00:00+00,434/306,31.12,46.88,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16210,2019-03-27 00:00:00+00,405/67,2.53,11.47,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16212,2019-03-27 00:00:00+00,434/306,31.12,46.88,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16213,2019-03-28 00:00:00+00,405/67,2.51,11.49,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16214,2019-03-28 00:00:00+00,434/306,31.06,46.94,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16215,2019-03-28 00:00:00+00,391/312,7.31,33.69,151239.00,224433.00,41.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:50.689792+00
16217,2019-03-28 00:00:00+00,365/1076,8.17,129.83,161816.00,243682.00,138.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:50.689792+00
16218,2019-03-28 00:00:00+00,353/687,1.5,47.50,163432.00,252892.00,49.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,SELADO,,2025-07-17 14:16:50.689792+00
16221,2019-03-29 00:00:00+00,434/306,31.07,46.93,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16222,2019-03-29 00:00:00+00,432/68,-1.1,10.10,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:50.689792+00
16227,2019-03-29 00:00:00+00,406/97,32.96,26.04,152450.00,212500.00,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:50.689792+00
16228,2019-03-29 00:00:00+00,406/27,36.93,23.07,153550.00,216200.00,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:50.689792+00
16229,2019-03-29 00:00:00+00,405/67,2.49,11.51,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16233,2019-03-30 00:00:00+00,405/67,2.46,11.54,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16234,2019-03-30 00:00:00+00,434/306,31.09,46.91,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16237,2019-03-31 00:00:00+00,405/67,2.43,11.57,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16238,2019-03-31 00:00:00+00,434/306,31.15,46.86,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16240,2019-04-01 00:00:00+00,405/67,2.4,11.60,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16241,2019-04-01 00:00:00+00,434/306,31.2,46.80,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16242,2019-04-02 00:00:00+00,434/306,31.19,46.81,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16243,2019-04-02 00:00:00+00,405/67,2.39,11.61,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16246,2019-04-03 00:00:00+00,405/67,2.38,11.62,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16247,2019-04-03 00:00:00+00,434/306,31.16,46.84,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16249,2019-04-04 00:00:00+00,405/67,2.37,11.63,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16250,2019-04-04 00:00:00+00,434/306,31.2,46.80,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16251,2019-04-05 00:00:00+00,405/67,2.37,11.63,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16252,2019-04-05 00:00:00+00,434/306,31.21,46.79,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16254,2019-04-06 00:00:00+00,434/306,31.24,46.76,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16256,2019-04-06 00:00:00+00,405/67,2.36,11.64,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16258,2019-04-07 00:00:00+00,405/67,2.36,11.64,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16259,2019-04-07 00:00:00+00,434/306,31.22,46.78,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16261,2019-04-08 00:00:00+00,405/67,2.37,11.63,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16262,2019-04-08 00:00:00+00,434/306,31.2,46.80,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16263,2019-04-09 00:00:00+00,434/306,31.17,46.83,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16264,2019-04-09 00:00:00+00,405/67,2.38,11.62,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16266,2019-04-10 00:00:00+00,405/67,2.39,11.61,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16267,2019-04-10 00:00:00+00,434/306,31.12,46.88,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16270,2019-04-11 00:00:00+00,405/67,2.39,11.61,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16271,2019-04-11 00:00:00+00,434/306,31.1,46.90,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16272,2019-04-12 00:00:00+00,433/297,14.4,13.60,140560.50,192932.00,28.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,POCEIRÃO,2025-07-17 14:16:50.689792+00
16273,2019-04-12 00:00:00+00,405/67,2.4,11.60,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16274,2019-04-12 00:00:00+00,432/855,12.15,17.85,133281.50,190187.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,ALCOCHETE,2025-07-17 14:16:50.689792+00
16275,2019-04-12 00:00:00+00,434/306,31.1,46.90,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16276,2019-04-12 00:00:00+00,432/800,9.43,1.57,135603.20,194088.80,11.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:50.689792+00
16278,2019-04-12 00:00:00+00,420/8,18.38,25.62,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16279,2019-04-12 00:00:00+00,420/105,28.93,1.07,154278.70,204500.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16280,2019-04-12 00:00:00+00,420/9,18.93,25.07,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16282,2019-04-13 00:00:00+00,405/67,2.39,11.61,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16283,2019-04-13 00:00:00+00,434/306,31.1,46.90,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16285,2019-04-14 00:00:00+00,405/67,2.38,11.62,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16286,2019-04-14 00:00:00+00,434/306,31.11,46.89,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16287,2019-04-15 00:00:00+00,405/67,2.37,11.63,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16289,2019-04-15 00:00:00+00,434/306,31.14,46.86,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16290,2019-04-16 00:00:00+00,434/306,31.14,46.86,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16291,2019-04-16 00:00:00+00,405/67,2.36,11.64,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16296,2019-04-17 00:00:00+00,405/67,2.37,11.63,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16297,2019-04-17 00:00:00+00,434/306,31.17,46.83,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16299,2019-04-18 00:00:00+00,405/67,2.38,11.62,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16300,2019-04-18 00:00:00+00,434/306,31.2,46.80,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16301,2019-04-19 00:00:00+00,434/306,31.19,46.81,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:50.689792+00
16302,2019-04-19 00:00:00+00,405/67,2.39,11.61,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:50.689792+00
16305,2019-04-20 00:00:00+00,405/67,2.4,11.60,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16306,2019-04-20 00:00:00+00,434/306,31.14,46.86,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16308,2019-04-21 00:00:00+00,405/67,2.4,11.60,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16309,2019-04-21 00:00:00+00,434/306,31.17,46.82,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16310,2019-04-22 00:00:00+00,444/317,17.75,26.25,146361.60,183790.20,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:53.035028+00
16311,2019-04-22 00:00:00+00,434/306,31.24,46.76,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16312,2019-04-22 00:00:00+00,434/280,38.9,35.10,152684.00,199241.80,74.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16313,2019-04-22 00:00:00+00,405/67,2.42,11.58,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16315,2019-04-22 00:00:00+00,420/12,52.92,7.08,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16317,2019-04-23 00:00:00+00,405/67,2.44,11.56,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16318,2019-04-23 00:00:00+00,434/306,31.28,46.72,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16319,2019-04-24 00:00:00+00,434/306,31.29,46.71,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16324,2019-04-24 00:00:00+00,405/67,2.45,11.55,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16325,2019-04-24 00:00:00+00,406/27,37.07,22.93,153550.00,216200.00,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:53.035028+00
16326,2019-04-24 00:00:00+00,405/167,8.23,15.77,147550.00,210725.00,24.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:53.035028+00
16329,2019-04-24 00:00:00+00,406/97,33.03,25.97,152450.00,212500.00,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:53.035028+00
16330,2019-04-25 00:00:00+00,434/306,31.3,46.70,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16332,2019-04-25 00:00:00+00,405/67,2.45,11.55,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16334,2019-04-26 00:00:00+00,405/67,2.44,11.56,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16335,2019-04-26 00:00:00+00,434/306,31.3,46.70,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16337,2019-04-27 00:00:00+00,405/67,2.46,11.54,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16338,2019-04-27 00:00:00+00,434/306,31.18,46.82,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16340,2019-04-28 00:00:00+00,405/67,2.45,11.55,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16341,2019-04-28 00:00:00+00,434/306,31.08,46.92,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16342,2019-04-28 00:00:00+00,443/924,6.43,52.57,127393.10,181651.80,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:16:53.035028+00
16346,2019-04-29 00:00:00+00,434/306,31.15,46.86,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16347,2019-04-29 00:00:00+00,405/67,2.44,11.56,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16353,2019-04-30 00:00:00+00,391/312,8.32,32.68,151239.00,224433.00,41.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:53.035028+00
16354,2019-04-30 00:00:00+00,353/687,1.73,47.27,163432.00,252892.00,49.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,SELADO,,2025-07-17 14:16:53.035028+00
16355,2019-04-30 00:00:00+00,365/1076,8.57,129.43,161816.00,243682.00,138.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:53.035028+00
16357,2019-04-30 00:00:00+00,405/67,2.43,11.57,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16358,2019-04-30 00:00:00+00,432/68,-0.63,9.63,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:53.035028+00
16359,2019-04-30 00:00:00+00,434/306,31.14,46.86,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16362,2019-05-01 00:00:00+00,405/67,2.43,11.57,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16363,2019-05-01 00:00:00+00,434/306,31.17,46.82,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16365,2019-05-02 00:00:00+00,405/67,2.42,11.58,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16366,2019-05-02 00:00:00+00,434/306,31.2,46.80,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16368,2019-05-03 00:00:00+00,405/67,2.4,11.60,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16369,2019-05-03 00:00:00+00,434/306,31.22,46.78,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16372,2019-05-04 00:00:00+00,405/67,2.36,11.64,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16373,2019-05-04 00:00:00+00,434/306,31.2,46.80,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16375,2019-05-05 00:00:00+00,405/67,2.32,11.68,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16376,2019-05-05 00:00:00+00,434/306,31.18,46.82,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16378,2019-05-06 00:00:00+00,405/67,2.29,11.71,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16379,2019-05-06 00:00:00+00,434/306,31.13,46.87,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16380,2019-05-07 00:00:00+00,434/306,31.1,46.90,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16381,2019-05-07 00:00:00+00,405/67,2.27,11.73,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16384,2019-05-08 00:00:00+00,405/67,2.27,11.73,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16385,2019-05-08 00:00:00+00,434/306,31.14,46.86,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16387,2019-05-09 00:00:00+00,405/67,2.29,11.71,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16388,2019-05-09 00:00:00+00,434/306,31.14,46.86,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16389,2019-05-10 00:00:00+00,443/924,6.46,52.54,127393.10,181651.80,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:16:53.035028+00
16390,2019-05-10 00:00:00+00,434/306,31.12,46.88,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16391,2019-05-10 00:00:00+00,434/280,38.59,35.41,152684.00,199241.80,74.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16392,2019-05-10 00:00:00+00,432/855,12.06,17.94,133281.50,190187.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,ALCOCHETE,2025-07-17 14:16:53.035028+00
16393,2019-05-10 00:00:00+00,432/800,9.1,1.90,135603.20,194088.80,11.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:53.035028+00
16395,2019-05-10 00:00:00+00,420/8,16.32,27.68,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16396,2019-05-10 00:00:00+00,420/105,28.94,1.06,154278.70,204500.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16397,2019-05-10 00:00:00+00,405/67,2.29,11.71,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16398,2019-05-10 00:00:00+00,420/9,18.96,25.04,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16400,2019-05-11 00:00:00+00,405/67,2.28,11.72,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16401,2019-05-11 00:00:00+00,434/306,31.12,46.89,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16403,2019-05-12 00:00:00+00,405/67,2.28,11.72,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16404,2019-05-12 00:00:00+00,434/306,31.12,46.88,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16406,2019-05-13 00:00:00+00,434/306,31.12,46.89,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16407,2019-05-13 00:00:00+00,405/67,2.27,11.73,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16408,2019-05-14 00:00:00+00,405/67,2.27,11.73,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16409,2019-05-14 00:00:00+00,434/306,31.13,46.87,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
16414,2019-05-15 00:00:00+00,405/67,2.26,11.74,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:53.035028+00
16415,2019-05-15 00:00:00+00,434/306,31.11,46.89,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:53.035028+00
