"data","codigo","condutividade","condcamp20c","coord_x_m","coord_y_m","altitude_m","sistema_aquifero","estado","freguesia"
2008-10-23 00:00:00.000,"378/AG16",,250.0,162796,234557,"88",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2009-05-07 00:00:00.000,"378/AG16",,260.0,162796,234557,"88",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2009-09-24 00:00:00.000,"378/AG16",,250.0,162796,234557,"88",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2000-04-03 00:00:00.000,"379/51",,194.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2000-10-23 00:00:00.000,"379/51",,165.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2001-10-29 11:00:00.000,"379/51",,168.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2002-03-18 00:00:00.000,"379/51",,169.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2004-04-26 00:00:00.000,"379/51",,200.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2004-10-26 00:00:00.000,"379/51",,194.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2006-11-06 00:00:00.000,"379/51",,183.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2007-04-03 00:00:00.000,"379/51",,190.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2007-10-30 00:00:00.000,"379/51",,190.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2008-03-26 00:00:00.000,"379/51",,190.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2008-10-15 00:00:00.000,"379/51",,190.0,177065,232462,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2001-10-29 11:30:00.000,"379/52",,123.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2002-03-18 00:00:00.000,"379/52",,121.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2004-04-26 00:00:00.000,"379/52",,149.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2004-10-26 00:00:00.000,"379/52",,145.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2006-11-06 00:00:00.000,"379/52",,137.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2007-04-03 00:00:00.000,"379/52",,140.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2007-10-30 00:00:00.000,"379/52",,140.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2008-03-26 00:00:00.000,"379/52",,140.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2008-10-15 00:00:00.000,"379/52",,140.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2009-10-12 00:00:00.000,"379/52",,120.0,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2013-02-26 00:00:00.000,"379/52",136.0,,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2014-06-24 00:00:00.000,"379/52",147.0,,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2014-10-21 00:00:00.000,"379/52",153.0,,168000,232000,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SÃO JOSÉ DA LAMOROSA
2013-01-22 00:00:00.000,"379/58",134.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2014-05-20 00:00:00.000,"379/58",134.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2015-06-24 00:00:00.000,"379/58",157.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2016-06-01 00:00:00.000,"379/58",140.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2016-10-12 00:00:00.000,"379/58",151.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2017-06-28 00:00:00.000,"379/58",153.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2017-09-28 00:00:00.000,"379/58",186.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2018-05-24 00:00:00.000,"379/58",134.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2018-10-04 00:00:00.000,"379/58",140.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2019-05-14 00:00:00.000,"379/58",197.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2019-10-17 00:00:00.000,"379/58",139.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2020-07-15 00:00:00.000,"379/58",128.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2020-11-26 00:00:00.000,"379/58",125.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2021-05-20 00:00:00.000,"379/58",132.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2021-10-07 00:00:00.000,"379/58",131.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2022-05-06 00:00:00.000,"379/58",144.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2022-10-06 00:00:00.000,"379/58",138.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2023-06-13 00:00:00.000,"379/58",148.0,,171157.1,233836.8,"104",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,SÃO JOSÉ DA LAMOROSA
2005-10-07 00:00:00.000,"380/AG59",,154.0,199923,232270,"95",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MONTARGIL
2009-05-11 00:00:00.000,"380/AG59",,170.0,199923,232270,"95",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MONTARGIL
2009-10-12 00:00:00.000,"380/AG59",,230.0,199923,232270,"95",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MONTARGIL
2016-01-27 00:00:00.000,"390/106",476.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2016-06-30 00:00:00.000,"390/106",417.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2017-04-26 00:00:00.000,"390/106",461.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2017-10-25 00:00:00.000,"390/106",566.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-01-24 00:00:00.000,"390/106",507.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-04-12 00:00:00.000,"390/106",472.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-10-24 00:00:00.000,"390/106",555.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2019-02-27 00:00:00.000,"390/106",413.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2019-04-24 00:00:00.000,"390/106",416.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2019-10-23 00:00:00.000,"390/106",569.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2020-06-17 00:00:00.000,"390/106",430.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2020-09-16 00:00:00.000,"390/106",618.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2022-04-28 00:00:00.000,"390/106",466.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2022-10-26 00:00:00.000,"390/106",658.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2023-04-26 00:00:00.000,"390/106",441.0,,133919,217770,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2016-04-13 00:00:00.000,"390/116",692.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2017-10-11 00:00:00.000,"390/116",596.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-04-11 00:00:00.000,"390/116",543.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-10-17 00:00:00.000,"390/116",559.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2019-02-13 00:00:00.000,"390/116",569.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2019-10-09 00:00:00.000,"390/116",605.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2020-06-17 00:00:00.000,"390/116",542.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2020-09-28 00:00:00.000,"390/116",571.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2022-04-21 00:00:00.000,"390/116",665.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2022-10-12 00:00:00.000,"390/116",608.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2023-04-12 00:00:00.000,"390/116",713.0,,133220,222600,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2016-03-16 00:00:00.000,"390/125",565.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2016-10-12 00:00:00.000,"390/125",589.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2017-04-19 00:00:00.000,"390/125",618.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2017-10-18 00:00:00.000,"390/125",570.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-01-17 00:00:00.000,"390/125",648.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-04-18 00:00:00.000,"390/125",669.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-10-10 00:00:00.000,"390/125",665.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2019-04-17 00:00:00.000,"390/125",608.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2019-10-09 00:00:00.000,"390/125",667.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2020-06-02 00:00:00.000,"390/125",690.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2020-09-24 00:00:00.000,"390/125",667.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2022-04-20 00:00:00.000,"390/125",701.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2022-10-19 00:00:00.000,"390/125",571.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2023-04-17 00:00:00.000,"390/125",709.0,,132573,222106,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2016-03-09 00:00:00.000,"390/95",1131.0,,133310,222676,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2016-09-14 00:00:00.000,"390/95",967.0,,133310,222676,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2017-04-12 00:00:00.000,"390/95",768.0,,133310,222676,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2017-10-11 00:00:00.000,"390/95",993.0,,133310,222676,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-04-11 00:00:00.000,"390/95",720.0,,133310,222676,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2018-10-17 00:00:00.000,"390/95",982.0,,133310,222676,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2019-02-13 00:00:00.000,"390/95",777.0,,133310,222676,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2022-04-21 00:00:00.000,"390/95",650.0,,133310,222676,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2022-10-12 00:00:00.000,"390/95",1051.0,,133310,222676,"2",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
2000-03-27 00:00:00.000,"391/266",,378.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2000-10-16 00:00:00.000,"391/266",,325.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2001-04-16 10:50:00.000,"391/266",,339.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2002-04-08 00:00:00.000,"391/266",,341.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2002-10-22 00:00:00.000,"391/266",,354.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2003-04-09 00:00:00.000,"391/266",,409.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2003-11-10 00:00:00.000,"391/266",,397.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2004-10-11 00:00:00.000,"391/266",,327.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2006-10-24 00:00:00.000,"391/266",,367.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2007-11-15 00:00:00.000,"391/266",,360.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2008-04-14 00:00:00.000,"391/266",,360.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2009-04-27 00:00:00.000,"391/266",,380.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2009-09-23 00:00:00.000,"391/266",,350.0,147560,225430,"34",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2000-03-13 00:00:00.000,"391/280",,508.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2000-10-02 00:00:00.000,"391/280",,489.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2001-03-05 00:00:00.000,"391/280",,494.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2001-10-22 09:44:00.000,"391/280",,478.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2002-03-04 00:00:00.000,"391/280",,464.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2002-10-28 00:00:00.000,"391/280",,501.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2003-03-10 00:00:00.000,"391/280",,529.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2004-03-01 00:00:00.000,"391/280",,458.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2004-10-06 00:00:00.000,"391/280",,687.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2006-10-11 00:00:00.000,"391/280",,711.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2007-03-28 00:00:00.000,"391/280",,560.0,141270,223620,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
2012-05-31 00:00:00.000,"391/312",240.0,,151239,224433,"41",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2013-02-20 00:00:00.000,"391/312",265.0,,151239,224433,"41",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
2014-06-05 00:00:00.000,"391/477",780.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2017-06-01 00:00:00.000,"391/477",850.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2017-10-26 00:00:00.000,"391/477",792.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2018-06-21 00:00:00.000,"391/477",811.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2018-11-08 00:00:00.000,"391/477",799.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2019-05-23 00:00:00.000,"391/477",838.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2019-09-17 00:00:00.000,"391/477",797.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2020-06-04 00:00:00.000,"391/477",775.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2020-10-08 00:00:00.000,"391/477",767.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2021-05-04 00:00:00.000,"391/477",773.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2021-10-06 00:00:00.000,"391/477",778.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2022-10-18 00:00:00.000,"391/477",790.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2023-05-09 00:00:00.000,"391/477",796.0,,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE
2013-02-26 00:00:00.000,"392/106",179.0,,159869.5,222574.2,"37",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
2014-06-24 00:00:00.000,"392/106",188.0,,159869.5,222574.2,"37",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
2014-10-21 00:00:00.000,"392/106",201.0,,159869.5,222574.2,"37",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
2015-07-01 00:00:00.000,"392/106",229.0,,159869.5,222574.2,"37",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
2016-06-02 00:00:00.000,"392/106",205.0,,159869.5,222574.2,"37",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
2016-09-20 00:00:00.000,"392/106",220.0,,159869.5,222574.2,"37",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
2000-04-03 00:00:00.000,"392/22",,258.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2000-10-23 00:00:00.000,"392/22",,219.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2001-03-27 00:00:00.000,"392/22",,213.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2001-10-29 10:00:00.000,"392/22",,217.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2002-03-18 00:00:00.000,"392/22",,217.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2004-04-26 00:00:00.000,"392/22",,260.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2004-10-26 00:00:00.000,"392/22",,277.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2006-11-06 00:00:00.000,"392/22",,244.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2007-04-03 00:00:00.000,"392/22",,250.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2007-10-30 00:00:00.000,"392/22",,240.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2008-03-26 00:00:00.000,"392/22",,260.0,166420,221320,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
2013-02-05 00:00:00.000,"393/107",194.0,,170105.6,227934.5,"89",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,ERRA
2014-06-24 00:00:00.000,"393/107",181.0,,170105.6,227934.5,"89",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,ERRA
2015-06-24 00:00:00.000,"393/107",223.0,,170105.6,227934.5,"89",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,ERRA
2016-06-15 00:00:00.000,"393/107",205.0,,170105.6,227934.5,"89",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,ERRA
2016-10-12 00:00:00.000,"393/107",217.0,,170105.6,227934.5,"89",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM RESERVA,ERRA
2001-10-29 10:25:00.000,"393/93",,225.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2002-03-18 00:00:00.000,"393/93",,202.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2004-04-26 00:00:00.000,"393/93",,266.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2004-10-26 00:00:00.000,"393/93",,265.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2006-11-06 00:00:00.000,"393/93",,247.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2007-04-03 00:00:00.000,"393/93",,260.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2007-10-30 00:00:00.000,"393/93",,250.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2008-03-26 00:00:00.000,"393/93",,250.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2008-10-15 00:00:00.000,"393/93",,240.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2009-10-12 00:00:00.000,"393/93",,220.0,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2012-10-22 09:25:00.000,"393/93",270.0,,172040,225290,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ERRA
2013-02-19 00:00:00.000,"393/98",182.0,,178480,222650,"45",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,COUÇO
2014-06-17 00:00:00.000,"393/98",203.0,,178480,222650,"45",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,COUÇO
2014-10-14 00:00:00.000,"393/98",216.0,,178480,222650,"45",T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,COUÇO
